ID,Organisation,Country,Latitude,Longitude
3596,RVSN USSR,Kazakhstan,48.019573,66.923684
3597,RVSN USSR,Kazakhstan,48.019573,66.923684
3598,RVSN USSR,Kazakhstan,48.019573,66.923684
3599,RVSN USSR,Russia,61.52401,105.318756
3600,RVSN USSR,Kazakhstan,48.019573,66.923684
3601,RVSN USSR,Kazakhstan,48.019573,66.923684
3602,RVSN USSR,Russia,61.52401,105.318756
3603,NASA,USA,37.09024,-95.712891
3604,RVSN USSR,Russia,61.52401,105.318756
3605,RVSN USSR,Kazakhstan,48.019573,66.923684
3606,RVSN USSR,Russia,61.52401,105.318756
3607,RVSN USSR,Kazakhstan,48.019573,66.923684
3608,General Dynamics,USA,37.09024,-95.712891
3609,US Air Force,USA,37.09024,-95.712891
3610,RVSN USSR,Russia,61.52401,105.318756
3611,RVSN USSR,Russia,61.52401,105.318756
3612,RVSN USSR,Russia,61.52401,105.318756
3613,CECLES,Australia,-25.274398,133.775136
3614,RVSN USSR,Russia,61.52401,105.318756
3615,RVSN USSR,Kazakhstan,48.019573,66.923684
3616,RVSN USSR,Russia,61.52401,105.318756
3617,RVSN USSR,Kazakhstan,48.019573,66.923684
3618,US Air Force,USA,37.09024,-95.712891
3619,RVSN USSR,Kazakhstan,48.019573,66.923684
3620,RVSN USSR,Kazakhstan,48.019573,66.923684
3621,RVSN USSR,Russia,61.52401,105.318756
3622,RVSN USSR,Kazakhstan,48.019573,66.923684
3623,RVSN USSR,Kazakhstan,48.019573,66.923684
3624,RVSN USSR,Kazakhstan,48.019573,66.923684
3625,RVSN USSR,Kazakhstan,48.019573,66.923684
3626,NASA,USA,37.09024,-95.712891
3627,RVSN USSR,Russia,61.52401,105.318756
3628,RVSN USSR,Russia,61.52401,105.318756
3629,RVSN USSR,Kazakhstan,48.019573,66.923684
3630,RVSN USSR,Russia,61.52401,105.318756
3631,RVSN USSR,Kazakhstan,48.019573,66.923684
3632,Martin Marietta,USA,37.09024,-95.712891
3633,RVSN USSR,Kazakhstan,48.019573,66.923684
3634,RVSN USSR,Russia,61.52401,105.318756
3635,RVSN USSR,Russia,61.52401,105.318756
3636,RVSN USSR,Kazakhstan,48.019573,66.923684
3637,RVSN USSR,Kazakhstan,48.019573,66.923684
3638,RVSN USSR,Kazakhstan,48.019573,66.923684
3639,RVSN USSR,Kazakhstan,48.019573,66.923684
3640,RVSN USSR,Russia,61.52401,105.318756
3641,RVSN USSR,Kazakhstan,48.019573,66.923684
3642,General Dynamics,USA,37.09024,-95.712891
3643,General Dynamics,USA,37.09024,-95.712891
3644,RVSN USSR,Kazakhstan,48.019573,66.923684
3645,US Air Force,USA,37.09024,-95.712891
3646,US Air Force,USA,37.09024,-95.712891
3647,General Dynamics,USA,37.09024,-95.712891
3648,RVSN USSR,Kazakhstan,48.019573,66.923684
3649,RVSN USSR,Russia,61.52401,105.318756
3650,RVSN USSR,Russia,61.52401,105.318756
3651,General Dynamics,USA,37.09024,-95.712891
3652,RVSN USSR,Kazakhstan,48.019573,66.923684
3653,RVSN USSR,Kazakhstan,48.019573,66.923684
3654,RVSN USSR,Russia,61.52401,105.318756
3655,RVSN USSR,Russia,61.52401,105.318756
3656,RVSN USSR,Kazakhstan,48.019573,66.923684
3657,RVSN USSR,Kazakhstan,48.019573,66.923684
3658,RVSN USSR,Kazakhstan,48.019573,66.923684
3659,Martin Marietta,USA,37.09024,-95.712891
3660,RVSN USSR,Russia,61.52401,105.318756
3661,RVSN USSR,Russia,61.52401,105.318756
3662,US Air Force,USA,37.09024,-95.712891
3663,RVSN USSR,Russia,61.52401,105.318756
3664,RVSN USSR,Kazakhstan,48.019573,66.923684
3665,RVSN USSR,Russia,61.52401,105.318756
3666,RVSN USSR,Russia,61.52401,105.318756
3667,RVSN USSR,Russia,61.52401,105.318756
3668,RVSN USSR,Russia,61.52401,105.318756
3669,RVSN USSR,Russia,61.52401,105.318756
3670,RVSN USSR,Kazakhstan,48.019573,66.923684
3671,RVSN USSR,Kazakhstan,48.019573,66.923684
3672,RVSN USSR,Kazakhstan,48.019573,66.923684
3673,RVSN USSR,Kazakhstan,48.019573,66.923684
3674,RVSN USSR,Kazakhstan,48.019573,66.923684
3675,RVSN USSR,Russia,61.52401,105.318756
3676,RVSN USSR,Russia,61.52401,105.318756
3677,US Air Force,USA,37.09024,-95.712891
3678,RVSN USSR,Kazakhstan,48.019573,66.923684
3679,RVSN USSR,Kazakhstan,48.019573,66.923684
3680,RVSN USSR,Russia,61.52401,105.318756
3681,RVSN USSR,Kazakhstan,48.019573,66.923684
3682,General Dynamics,USA,37.09024,-95.712891
3683,NASA,USA,37.09024,-95.712891
3684,RVSN USSR,Russia,61.52401,105.318756
3685,OKB-586,Kazakhstan,48.019573,66.923684
3686,RVSN USSR,Kazakhstan,48.019573,66.923684
3687,RVSN USSR,Kazakhstan,48.019573,66.923684
3688,RVSN USSR,Russia,61.52401,105.318756
3689,RVSN USSR,Russia,61.52401,105.318756
3690,US Air Force,USA,37.09024,-95.712891
3691,RVSN USSR,Russia,61.52401,105.318756
3692,RVSN USSR,Russia,61.52401,105.318756
3693,RVSN USSR,Russia,61.52401,105.318756
3694,General Dynamics,USA,37.09024,-95.712891
3695,RVSN USSR,Kazakhstan,48.019573,66.923684
3696,RVSN USSR,Russia,61.52401,105.318756
3697,RVSN USSR,Russia,61.52401,105.318756
3698,RVSN USSR,Kazakhstan,48.019573,66.923684
3699,RVSN USSR,Kazakhstan,48.019573,66.923684
3700,NASA,USA,37.09024,-95.712891
3701,RVSN USSR,Russia,61.52401,105.318756
3702,US Air Force,USA,37.09024,-95.712891
3703,RVSN USSR,Russia,61.52401,105.318756
3704,General Dynamics,USA,37.09024,-95.712891
3705,RVSN USSR,Kazakhstan,48.019573,66.923684
3706,RVSN USSR,Russia,61.52401,105.318756
3707,RVSN USSR,Russia,61.52401,105.318756
3708,RVSN USSR,Russia,61.52401,105.318756
3709,US Air Force,USA,37.09024,-95.712891
3710,RVSN USSR,Russia,61.52401,105.318756
3711,AMBA,Australia,-25.274398,133.775136
3712,RVSN USSR,Russia,61.52401,105.318756
3713,RVSN USSR,Russia,61.52401,105.318756
3714,RVSN USSR,Kazakhstan,48.019573,66.923684
3715,RVSN USSR,Russia,61.52401,105.318756
3716,NASA,USA,37.09024,-95.712891
3717,General Dynamics,USA,37.09024,-95.712891
3718,General Dynamics,USA,37.09024,-95.712891
3719,RVSN USSR,Russia,61.52401,105.318756
3720,RVSN USSR,Russia,61.52401,105.318756
3721,RVSN USSR,Kazakhstan,48.019573,66.923684
3722,RVSN USSR,Kazakhstan,48.019573,66.923684
3723,RVSN USSR,Kazakhstan,48.019573,66.923684
3724,RVSN USSR,Kazakhstan,48.019573,66.923684
3725,US Air Force,USA,37.09024,-95.712891
3726,RVSN USSR,Russia,61.52401,105.318756
3727,RVSN USSR,Kazakhstan,48.019573,66.923684
3728,RVSN USSR,Kazakhstan,48.019573,66.923684
3729,RVSN USSR,Kazakhstan,48.019573,66.923684
3730,OKB-586,Kazakhstan,48.019573,66.923684
3731,RVSN USSR,Russia,61.52401,105.318756
3732,RVSN USSR,Kazakhstan,48.019573,66.923684
3733,RVSN USSR,Kazakhstan,48.019573,66.923684
3734,RVSN USSR,Russia,61.52401,105.318756
3735,RVSN USSR,Russia,61.52401,105.318756
3736,RVSN USSR,Kazakhstan,48.019573,66.923684
3737,US Air Force,USA,37.09024,-95.712891
3738,RVSN USSR,Kazakhstan,48.019573,66.923684
3739,RVSN USSR,Kazakhstan,48.019573,66.923684
3740,RVSN USSR,Russia,61.52401,105.318756
3741,RVSN USSR,Russia,61.52401,105.318756
3742,General Dynamics,USA,37.09024,-95.712891
3743,RVSN USSR,Russia,61.52401,105.318756
3744,RVSN USSR,Kazakhstan,48.019573,66.923684
3745,RVSN USSR,Russia,61.52401,105.318756
3746,US Air Force,USA,37.09024,-95.712891
3747,RVSN USSR,Kazakhstan,48.019573,66.923684
3748,RVSN USSR,Kazakhstan,48.019573,66.923684
3749,General Dynamics,USA,37.09024,-95.712891
3750,RVSN USSR,Kazakhstan,48.019573,66.923684
3751,General Dynamics,USA,37.09024,-95.712891
3752,RVSN USSR,Kazakhstan,48.019573,66.923684
3753,RVSN USSR,Kazakhstan,48.019573,66.923684
3754,General Dynamics,USA,37.09024,-95.712891
3755,RVSN USSR,Kazakhstan,48.019573,66.923684
3756,Martin Marietta,USA,37.09024,-95.712891
3757,RVSN USSR,Russia,61.52401,105.318756
3758,US Air Force,USA,37.09024,-95.712891
3759,RVSN USSR,Russia,61.52401,105.318756
3760,RVSN USSR,Kazakhstan,48.019573,66.923684
3761,RVSN USSR,Russia,61.52401,105.318756
3762,General Dynamics,USA,37.09024,-95.712891
3763,RVSN USSR,Russia,61.52401,105.318756
3764,RVSN USSR,Kazakhstan,48.019573,66.923684
3765,RVSN USSR,Russia,61.52401,105.318756
3766,RVSN USSR,Russia,61.52401,105.318756
3767,General Dynamics,USA,37.09024,-95.712891
3768,RVSN USSR,Kazakhstan,48.019573,66.923684
3769,RVSN USSR,Kazakhstan,48.019573,66.923684
3770,General Dynamics,USA,37.09024,-95.712891
3771,RVSN USSR,Russia,61.52401,105.318756
3772,RVSN USSR,Kazakhstan,48.019573,66.923684
3773,RVSN USSR,Kazakhstan,48.019573,66.923684
3774,RVSN USSR,Russia,61.52401,105.318756
3775,RVSN USSR,Kazakhstan,48.019573,66.923684
3776,General Dynamics,USA,37.09024,-95.712891
3777,Martin Marietta,USA,37.09024,-95.712891
3778,RVSN USSR,Russia,61.52401,105.318756
3779,US Air Force,USA,37.09024,-95.712891
3780,ASI,Kenya,-0.023559,37.906193
3781,RVSN USSR,Kazakhstan,48.019573,66.923684
3782,General Dynamics,USA,37.09024,-95.712891
3783,RVSN USSR,Kazakhstan,48.019573,66.923684
3784,RVSN USSR,Kazakhstan,48.019573,66.923684
3785,General Dynamics,USA,37.09024,-95.712891
3786,RVSN USSR,Russia,61.52401,105.318756
3787,UT,Japan,36.204824,138.252924
3788,RVSN USSR,Russia,61.52401,105.318756
3789,RVSN USSR,Kazakhstan,48.019573,66.923684
3790,RVSN USSR,Kazakhstan,48.019573,66.923684
3791,RVSN USSR,Russia,61.52401,105.318756
3792,RVSN USSR,Russia,61.52401,105.318756
3793,RVSN USSR,Russia,61.52401,105.318756
3794,RVSN USSR,Russia,61.52401,105.318756
3795,RVSN USSR,Kazakhstan,48.019573,66.923684
3796,RVSN USSR,Russia,61.52401,105.318756
3797,RVSN USSR,Russia,61.52401,105.318756
3798,RVSN USSR,Kazakhstan,48.019573,66.923684
3799,US Air Force,USA,37.09024,-95.712891
3800,Arm??e de l'Air,France,46.227638,2.213749
3801,RVSN USSR,Russia,61.52401,105.318756
3802,RVSN USSR,Russia,61.52401,105.318756
3803,Arm??e de l'Air,France,46.227638,2.213749
3804,RVSN USSR,Kazakhstan,48.019573,66.923684
3805,General Dynamics,USA,37.09024,-95.712891
3806,General Dynamics,USA,37.09024,-95.712891
3807,NASA,USA,37.09024,-95.712891
3808,RVSN USSR,Kazakhstan,48.019573,66.923684
3809,RVSN USSR,Russia,61.52401,105.318756
3810,Martin Marietta,USA,37.09024,-95.712891
3811,RVSN USSR,Russia,61.52401,105.318756
3812,RVSN USSR,Kazakhstan,48.019573,66.923684
3813,UT,Japan,36.204824,138.252924
3814,RVSN USSR,Russia,61.52401,105.318756
3815,US Air Force,USA,37.09024,-95.712891
3816,RVSN USSR,Kazakhstan,48.019573,66.923684
3817,RVSN USSR,Russia,61.52401,105.318756
3818,General Dynamics,USA,37.09024,-95.712891
3819,General Dynamics,USA,37.09024,-95.712891
3820,General Dynamics,USA,37.09024,-95.712891
3821,RVSN USSR,Kazakhstan,48.019573,66.923684
3822,RVSN USSR,Kazakhstan,48.019573,66.923684
3823,RVSN USSR,Kazakhstan,48.019573,66.923684
3824,RVSN USSR,Kazakhstan,48.019573,66.923684
3825,RVSN USSR,Russia,61.52401,105.318756
3826,NASA,USA,37.09024,-95.712891
3827,General Dynamics,USA,37.09024,-95.712891
3828,General Dynamics,USA,37.09024,-95.712891
3829,Martin Marietta,USA,37.09024,-95.712891
3830,General Dynamics,USA,37.09024,-95.712891
3831,RVSN USSR,Kazakhstan,48.019573,66.923684
3832,General Dynamics,USA,37.09024,-95.712891
3833,RVSN USSR,Kazakhstan,48.019573,66.923684
3834,RVSN USSR,Kazakhstan,48.019573,66.923684
3835,RVSN USSR,Kazakhstan,48.019573,66.923684
3836,RVSN USSR,Russia,61.52401,105.318756
3837,General Dynamics,USA,37.09024,-95.712891
3838,General Dynamics,USA,37.09024,-95.712891
3839,US Air Force,USA,37.09024,-95.712891
3840,UT,Japan,36.204824,138.252924
3841,General Dynamics,USA,37.09024,-95.712891
3842,RVSN USSR,Kazakhstan,48.019573,66.923684
3843,General Dynamics,USA,37.09024,-95.712891
3844,RVSN USSR,Kazakhstan,48.019573,66.923684
3845,NASA,USA,37.09024,-95.712891
3846,General Dynamics,USA,37.09024,-95.712891
3847,RVSN USSR,Kazakhstan,48.019573,66.923684
3848,Martin Marietta,USA,37.09024,-95.712891
3849,NASA,USA,37.09024,-95.712891
3850,RVSN USSR,Kazakhstan,48.019573,66.923684
3851,General Dynamics,USA,37.09024,-95.712891
3852,General Dynamics,USA,37.09024,-95.712891
3853,General Dynamics,USA,37.09024,-95.712891
3854,RVSN USSR,Kazakhstan,48.019573,66.923684
3855,US Air Force,USA,37.09024,-95.712891
3856,RVSN USSR,Kazakhstan,48.019573,66.923684
3857,RVSN USSR,Kazakhstan,48.019573,66.923684
3858,NASA,USA,37.09024,-95.712891
3859,General Dynamics,USA,37.09024,-95.712891
3860,RVSN USSR,Kazakhstan,48.019573,66.923684
3861,General Dynamics,USA,37.09024,-95.712891
3862,General Dynamics,USA,37.09024,-95.712891
3863,RVSN USSR,Russia,61.52401,105.318756
3864,RVSN USSR,Kazakhstan,48.019573,66.923684
3865,NASA,USA,37.09024,-95.712891
3866,RVSN USSR,Kazakhstan,48.019573,66.923684
3867,RVSN USSR,Russia,61.52401,105.318756
3868,Martin Marietta,USA,37.09024,-95.712891
3869,General Dynamics,USA,37.09024,-95.712891
3870,RVSN USSR,Kazakhstan,48.019573,66.923684
3871,General Dynamics,USA,37.09024,-95.712891
3872,General Dynamics,USA,37.09024,-95.712891
3873,NASA,USA,37.09024,-95.712891
3874,General Dynamics,USA,37.09024,-95.712891
3875,General Dynamics,USA,37.09024,-95.712891
3876,RVSN USSR,Russia,61.52401,105.318756
3877,General Dynamics,USA,37.09024,-95.712891
3878,RVSN USSR,Russia,61.52401,105.318756
3879,NASA,USA,37.09024,-95.712891
3880,General Dynamics,USA,37.09024,-95.712891
3881,RVSN USSR,Kazakhstan,48.019573,66.923684
3882,RVSN USSR,Kazakhstan,48.019573,66.923684
3883,RVSN USSR,Russia,61.52401,105.318756
3884,RVSN USSR,Kazakhstan,48.019573,66.923684
3885,RVSN USSR,Kazakhstan,48.019573,66.923684
3886,General Dynamics,USA,37.09024,-95.712891
3887,General Dynamics,USA,37.09024,-95.712891
3888,General Dynamics,USA,37.09024,-95.712891
3889,RVSN USSR,Russia,61.52401,105.318756
3890,RVSN USSR,Kazakhstan,48.019573,66.923684
3891,General Dynamics,USA,37.09024,-95.712891
3892,RVSN USSR,Kazakhstan,48.019573,66.923684
3893,RVSN USSR,Kazakhstan,48.019573,66.923684
3894,RVSN USSR,Kazakhstan,48.019573,66.923684
3895,General Dynamics,USA,37.09024,-95.712891
3896,RVSN USSR,Russia,61.52401,105.318756
3897,General Dynamics,USA,37.09024,-95.712891
3898,RVSN USSR,Kazakhstan,48.019573,66.923684
3899,NASA,USA,37.09024,-95.712891
3900,RVSN USSR,Kazakhstan,48.019573,66.923684
3901,RVSN USSR,Russia,61.52401,105.318756
3902,RVSN USSR,Kazakhstan,48.019573,66.923684
3903,Arm??e de l'Air,France,46.227638,2.213749
3904,General Dynamics,USA,37.09024,-95.712891
3905,RVSN USSR,Russia,61.52401,105.318756
3906,RVSN USSR,Kazakhstan,48.019573,66.923684
3907,RVSN USSR,Kazakhstan,48.019573,66.923684
3908,RVSN USSR,Russia,61.52401,105.318756
3909,RVSN USSR,Kazakhstan,48.019573,66.923684
3910,General Dynamics,USA,37.09024,-95.712891
3911,RVSN USSR,Kazakhstan,48.019573,66.923684
3912,RVSN USSR,Russia,61.52401,105.318756
3913,RVSN USSR,Kazakhstan,48.019573,66.923684
3914,RVSN USSR,Kazakhstan,48.019573,66.923684
3915,Martin Marietta,USA,37.09024,-95.712891
3916,RVSN USSR,Russia,61.52401,105.318756
3917,RVSN USSR,Kazakhstan,48.019573,66.923684
3918,NASA,USA,37.09024,-95.712891
3919,RVSN USSR,Kazakhstan,48.019573,66.923684
3920,NASA,USA,37.09024,-95.712891
3921,RVSN USSR,Kazakhstan,48.019573,66.923684
3922,RVSN USSR,Kazakhstan,48.019573,66.923684
3923,Arm??e de l'Air,France,46.227638,2.213749
3924,RVSN USSR,Russia,61.52401,105.318756
3925,RVSN USSR,Kazakhstan,48.019573,66.923684
3926,RVSN USSR,Kazakhstan,48.019573,66.923684
3927,RVSN USSR,Kazakhstan,48.019573,66.923684
3928,General Dynamics,USA,37.09024,-95.712891
3929,RVSN USSR,Russia,61.52401,105.318756
3930,RVSN USSR,Kazakhstan,48.019573,66.923684
3931,RVSN USSR,Kazakhstan,48.019573,66.923684
3932,General Dynamics,USA,37.09024,-95.712891
3933,RVSN USSR,Russia,61.52401,105.318756
3934,RVSN USSR,Kazakhstan,48.019573,66.923684
3935,Martin Marietta,USA,37.09024,-95.712891
3936,RVSN USSR,Kazakhstan,48.019573,66.923684
3937,General Dynamics,USA,37.09024,-95.712891
3938,RVSN USSR,Kazakhstan,48.019573,66.923684
3939,General Dynamics,USA,37.09024,-95.712891
3940,RVSN USSR,Kazakhstan,48.019573,66.923684
3941,RVSN USSR,Kazakhstan,48.019573,66.923684
3942,RVSN USSR,Kazakhstan,48.019573,66.923684
3943,RVSN USSR,Kazakhstan,48.019573,66.923684
3944,RVSN USSR,Kazakhstan,48.019573,66.923684
3945,NASA,USA,37.09024,-95.712891
3946,RVSN USSR,Kazakhstan,48.019573,66.923684
3947,General Dynamics,USA,37.09024,-95.712891
3948,General Dynamics,USA,37.09024,-95.712891
3949,RVSN USSR,Kazakhstan,48.019573,66.923684
3950,NASA,USA,37.09024,-95.712891
3951,RVSN USSR,Russia,61.52401,105.318756
3952,General Dynamics,USA,37.09024,-95.712891
3953,RVSN USSR,Kazakhstan,48.019573,66.923684
3954,RVSN USSR,Kazakhstan,48.019573,66.923684
3955,RVSN USSR,Kazakhstan,48.019573,66.923684
3956,RVSN USSR,Kazakhstan,48.019573,66.923684
3957,General Dynamics,USA,37.09024,-95.712891
3958,RVSN USSR,Russia,61.52401,105.318756
3959,General Dynamics,USA,37.09024,-95.712891
3960,RVSN USSR,Kazakhstan,48.019573,66.923684
3961,Martin Marietta,USA,37.09024,-95.712891
3962,RVSN USSR,Kazakhstan,48.019573,66.923684
3963,RVSN USSR,Kazakhstan,48.019573,66.923684
3964,NASA,USA,37.09024,-95.712891
3965,General Dynamics,USA,37.09024,-95.712891
3966,General Dynamics,USA,37.09024,-95.712891
3967,RVSN USSR,Kazakhstan,48.019573,66.923684
3968,NASA,USA,37.09024,-95.712891
3969,RVSN USSR,Kazakhstan,48.019573,66.923684
3970,RVSN USSR,Kazakhstan,48.019573,66.923684
3971,US Air Force,USA,37.09024,-95.712891
3972,General Dynamics,USA,37.09024,-95.712891
3973,RVSN USSR,Kazakhstan,48.019573,66.923684
3974,RVSN USSR,Kazakhstan,48.019573,66.923684
3975,RVSN USSR,Kazakhstan,48.019573,66.923684
3976,General Dynamics,USA,37.09024,-95.712891
3977,RVSN USSR,Kazakhstan,48.019573,66.923684
3978,NASA,USA,37.09024,-95.712891
3979,General Dynamics,USA,37.09024,-95.712891
3980,RVSN USSR,Kazakhstan,48.019573,66.923684
3981,RVSN USSR,Kazakhstan,48.019573,66.923684
3982,General Dynamics,USA,37.09024,-95.712891
3983,RVSN USSR,Kazakhstan,48.019573,66.923684
3984,RVSN USSR,Kazakhstan,48.019573,66.923684
3985,General Dynamics,USA,37.09024,-95.712891
3986,RVSN USSR,Kazakhstan,48.019573,66.923684
3987,RVSN USSR,Kazakhstan,48.019573,66.923684
3988,RVSN USSR,Kazakhstan,48.019573,66.923684
3989,RVSN USSR,Russia,61.52401,105.318756
3990,General Dynamics,USA,37.09024,-95.712891
3991,NASA,USA,37.09024,-95.712891
3992,RVSN USSR,Russia,61.52401,105.318756
3993,US Air Force,USA,37.09024,-95.712891
3994,RVSN USSR,Russia,61.52401,105.318756
3995,General Dynamics,USA,37.09024,-95.712891
3996,General Dynamics,USA,37.09024,-95.712891
3997,NASA,USA,37.09024,-95.712891
3998,RVSN USSR,Kazakhstan,48.019573,66.923684
3999,General Dynamics,USA,37.09024,-95.712891
4000,US Air Force,USA,37.09024,-95.712891
4001,RVSN USSR,Russia,61.52401,105.318756
4002,General Dynamics,USA,37.09024,-95.712891
4003,RVSN USSR,Russia,61.52401,105.318756
4004,RVSN USSR,Kazakhstan,48.019573,66.923684
4005,General Dynamics,USA,37.09024,-95.712891
4006,General Dynamics,USA,37.09024,-95.712891
4007,RVSN USSR,Kazakhstan,48.019573,66.923684
4008,RVSN USSR,Russia,61.52401,105.318756
4009,RVSN USSR,Kazakhstan,48.019573,66.923684
4010,General Dynamics,USA,37.09024,-95.712891
4011,RVSN USSR,Kazakhstan,48.019573,66.923684
4012,RVSN USSR,Kazakhstan,48.019573,66.923684
4013,General Dynamics,USA,37.09024,-95.712891
4014,RVSN USSR,Kazakhstan,48.019573,66.923684
4015,RVSN USSR,Kazakhstan,48.019573,66.923684
4016,General Dynamics,USA,37.09024,-95.712891
4017,NASA,USA,37.09024,-95.712891
4018,RVSN USSR,Kazakhstan,48.019573,66.923684
4019,General Dynamics,USA,37.09024,-95.712891
4020,US Air Force,USA,37.09024,-95.712891
4021,RVSN USSR,Kazakhstan,48.019573,66.923684
4022,RVSN USSR,Russia,61.52401,105.318756
4023,RVSN USSR,Kazakhstan,48.019573,66.923684
4024,RVSN USSR,Kazakhstan,48.019573,66.923684
4025,General Dynamics,USA,37.09024,-95.712891
4026,RVSN USSR,Kazakhstan,48.019573,66.923684
4027,RVSN USSR,Russia,61.52401,105.318756
4028,General Dynamics,USA,37.09024,-95.712891
4029,General Dynamics,USA,37.09024,-95.712891
4030,RVSN USSR,Kazakhstan,48.019573,66.923684
4031,RVSN USSR,Kazakhstan,48.019573,66.923684
4032,General Dynamics,USA,37.09024,-95.712891
4033,RVSN USSR,Kazakhstan,48.019573,66.923684
4034,General Dynamics,USA,37.09024,-95.712891
4035,RVSN USSR,Kazakhstan,48.019573,66.923684
4036,RVSN USSR,Kazakhstan,48.019573,66.923684
4037,RVSN USSR,Russia,61.52401,105.318756
4038,RVSN USSR,Kazakhstan,48.019573,66.923684
4039,NASA,USA,37.09024,-95.712891
4040,General Dynamics,USA,37.09024,-95.712891
4041,RVSN USSR,Kazakhstan,48.019573,66.923684
4042,RVSN USSR,Kazakhstan,48.019573,66.923684
4043,General Dynamics,USA,37.09024,-95.712891
4044,RVSN USSR,Kazakhstan,48.019573,66.923684
4045,RVSN USSR,Kazakhstan,48.019573,66.923684
4046,NASA,USA,37.09024,-95.712891
4047,RVSN USSR,Kazakhstan,48.019573,66.923684
4048,RVSN USSR,Kazakhstan,48.019573,66.923684
4049,RVSN USSR,Kazakhstan,48.019573,66.923684
4050,RVSN USSR,Kazakhstan,48.019573,66.923684
4051,RVSN USSR,Russia,61.52401,105.318756
4052,General Dynamics,USA,37.09024,-95.712891
4053,RVSN USSR,Russia,61.52401,105.318756
4054,General Dynamics,USA,37.09024,-95.712891
4055,RVSN USSR,Kazakhstan,48.019573,66.923684
4056,General Dynamics,USA,37.09024,-95.712891
4057,RVSN USSR,Kazakhstan,48.019573,66.923684
4058,NASA,USA,37.09024,-95.712891
4059,NASA,USA,37.09024,-95.712891
4060,RVSN USSR,Kazakhstan,48.019573,66.923684
4061,General Dynamics,USA,37.09024,-95.712891
4062,RVSN USSR,Russia,61.52401,105.318756
4063,RVSN USSR,Kazakhstan,48.019573,66.923684
4064,General Dynamics,USA,37.09024,-95.712891
4065,RVSN USSR,Kazakhstan,48.019573,66.923684
4066,RVSN USSR,Kazakhstan,48.019573,66.923684
4067,RVSN USSR,Kazakhstan,48.019573,66.923684
4068,General Dynamics,USA,37.09024,-95.712891
4069,RVSN USSR,Russia,61.52401,105.318756
4070,RVSN USSR,Kazakhstan,48.019573,66.923684
4071,General Dynamics,USA,37.09024,-95.712891
4072,US Air Force,USA,37.09024,-95.712891
4073,General Dynamics,USA,37.09024,-95.712891
4074,RVSN USSR,Russia,61.52401,105.318756
4075,RVSN USSR,Russia,61.52401,105.318756
4076,General Dynamics,USA,37.09024,-95.712891
4077,General Dynamics,USA,37.09024,-95.712891
4078,RVSN USSR,Kazakhstan,48.019573,66.923684
4079,US Air Force,USA,37.09024,-95.712891
4080,RVSN USSR,Kazakhstan,48.019573,66.923684
4081,US Air Force,USA,37.09024,-95.712891
4082,RVSN USSR,Kazakhstan,48.019573,66.923684
4083,General Dynamics,USA,37.09024,-95.712891
4084,RVSN USSR,Russia,61.52401,105.318756
4085,RVSN USSR,Kazakhstan,48.019573,66.923684
4086,RVSN USSR,Russia,61.52401,105.318756
4087,NASA,USA,37.09024,-95.712891
4088,General Dynamics,USA,37.09024,-95.712891
4089,RVSN USSR,Kazakhstan,48.019573,66.923684
4090,US Air Force,USA,37.09024,-95.712891
4091,RVSN USSR,Kazakhstan,48.019573,66.923684
4092,RVSN USSR,Russia,61.52401,105.318756
4093,RVSN USSR,Russia,61.52401,105.318756
4094,US Air Force,USA,37.09024,-95.712891
4095,RVSN USSR,Kazakhstan,48.019573,66.923684
4096,RVSN USSR,Kazakhstan,48.019573,66.923684
4097,US Air Force,USA,37.09024,-95.712891
4098,RVSN USSR,Kazakhstan,48.019573,66.923684
4099,RVSN USSR,Kazakhstan,48.019573,66.923684
4100,RVSN USSR,Kazakhstan,48.019573,66.923684
4101,US Air Force,USA,37.09024,-95.712891
4102,General Dynamics,USA,37.09024,-95.712891
4103,NASA,USA,37.09024,-95.712891
4104,US Air Force,USA,37.09024,-95.712891
4105,US Air Force,USA,37.09024,-95.712891
4106,US Air Force,USA,37.09024,-95.712891
4107,US Air Force,USA,37.09024,-95.712891
4108,US Air Force,USA,37.09024,-95.712891
4109,General Dynamics,USA,37.09024,-95.712891
4110,US Air Force,USA,37.09024,-95.712891
4111,RVSN USSR,Kazakhstan,48.019573,66.923684
4112,RVSN USSR,Kazakhstan,48.019573,66.923684
4113,US Air Force,USA,37.09024,-95.712891
4114,US Air Force,USA,37.09024,-95.712891
4115,US Air Force,USA,37.09024,-95.712891
4116,RVSN USSR,Russia,61.52401,105.318756
4117,RVSN USSR,Kazakhstan,48.019573,66.923684
4118,RVSN USSR,Russia,61.52401,105.318756
4119,General Dynamics,USA,37.09024,-95.712891
4120,RVSN USSR,Kazakhstan,48.019573,66.923684
4121,US Air Force,USA,37.09024,-95.712891
4122,NASA,USA,37.09024,-95.712891
4123,US Air Force,USA,37.09024,-95.712891
4124,US Air Force,USA,37.09024,-95.712891
4125,US Air Force,USA,37.09024,-95.712891
4126,RVSN USSR,Kazakhstan,48.019573,66.923684
4127,US Air Force,USA,37.09024,-95.712891
4128,US Air Force,USA,37.09024,-95.712891
4129,RVSN USSR,Kazakhstan,48.019573,66.923684
4130,US Air Force,USA,37.09024,-95.712891
4131,RVSN USSR,Kazakhstan,48.019573,66.923684
4132,US Air Force,USA,37.09024,-95.712891
4133,General Dynamics,USA,37.09024,-95.712891
