ID,Organisation,Country,Latitude,Longitude
1937,RVSN USSR,Russia,61.52401,105.318756
1938,RVSN USSR,Russia,61.52401,105.318756
1939,RVSN USSR,Russia,61.52401,105.318756
1940,RVSN USSR,Russia,61.52401,105.318756
1941,RVSN USSR,Russia,61.52401,105.318756
1942,ESA,France,46.227638,2.213749
1943,RVSN USSR,Russia,61.52401,105.318756
1944,RVSN USSR,Russia,61.52401,105.318756
1945,RVSN USSR,Russia,61.52401,105.318756
1946,RVSN USSR,Kazakhstan,48.019573,66.923684
1947,RVSN USSR,Russia,61.52401,105.318756
1948,Arianespace,France,46.227638,2.213749
1949,RVSN USSR,Kazakhstan,48.019573,66.923684
1950,RVSN USSR,Kazakhstan,48.019573,66.923684
1951,RVSN USSR,Russia,61.52401,105.318756
1952,ASI,Kenya,-0.023559,37.906193
1953,RVSN USSR,Russia,61.52401,105.318756
1954,RVSN USSR,Russia,61.52401,105.318756
1955,RVSN USSR,Kazakhstan,48.019573,66.923684
1956,RVSN USSR,Russia,61.52401,105.318756
1957,RVSN USSR,Kazakhstan,48.019573,66.923684
1958,Arianespace,France,46.227638,2.213749
1959,RVSN USSR,Kazakhstan,48.019573,66.923684
1960,RVSN USSR,Russia,61.52401,105.318756
1961,CASC,China,35.86166,104.195397
1962,RVSN USSR,Russia,61.52401,105.318756
1963,MHI,Japan,36.204824,138.252924
1964,General Dynamics,USA,37.09024,-95.712891
1965,RVSN USSR,Russia,61.52401,105.318756
1966,RVSN USSR,Russia,61.52401,105.318756
1967,RVSN USSR,Russia,61.52401,105.318756
1968,RVSN USSR,Russia,61.52401,105.318756
1969,RVSN USSR,Russia,61.52401,105.318756
1970,RVSN USSR,Russia,61.52401,105.318756
1971,RVSN USSR,Kazakhstan,48.019573,66.923684
1972,RVSN USSR,Russia,61.52401,105.318756
1973,Martin Marietta,USA,37.09024,-95.712891
1974,Arianespace,France,46.227638,2.213749
1975,Martin Marietta,USA,37.09024,-95.712891
1976,RVSN USSR,Russia,61.52401,105.318756
1977,RVSN USSR,Russia,61.52401,105.318756
1978,RVSN USSR,Kazakhstan,48.019573,66.923684
1979,Arianespace,France,46.227638,2.213749
1980,CASC,China,35.86166,104.195397
1981,RVSN USSR,Russia,61.52401,105.318756
1982,RVSN USSR,Kazakhstan,48.019573,66.923684
1983,RVSN USSR,Russia,61.52401,105.318756
1984,MHI,Japan,36.204824,138.252924
1985,RVSN USSR,Russia,61.52401,105.318756
1986,CASC,China,35.86166,104.195397
1987,RVSN USSR,Kazakhstan,48.019573,66.923684
1988,RVSN USSR,Russia,61.52401,105.318756
1989,RVSN USSR,Russia,61.52401,105.318756
1990,RVSN USSR,Kazakhstan,48.019573,66.923684
1991,RVSN USSR,Russia,61.52401,105.318756
1992,RVSN USSR,Russia,61.52401,105.318756
1993,RVSN USSR,Russia,61.52401,105.318756
1994,General Dynamics,USA,37.09024,-95.712891
1995,RVSN USSR,Kazakhstan,48.019573,66.923684
1996,RVSN USSR,Russia,61.52401,105.318756
1997,RVSN USSR,Russia,61.52401,105.318756
1998,RVSN USSR,Russia,61.52401,105.318756
1999,RVSN USSR,Russia,61.52401,105.318756
2000,RVSN USSR,Kazakhstan,48.019573,66.923684
2001,General Dynamics,USA,37.09024,-95.712891
2002,RVSN USSR,Kazakhstan,48.019573,66.923684
2003,RVSN USSR,Russia,61.52401,105.318756
2004,RVSN USSR,Kazakhstan,48.019573,66.923684
2005,General Dynamics,USA,37.09024,-95.712891
2006,ISRO,India,20.593684,78.96288
2007,RVSN USSR,Kazakhstan,48.019573,66.923684
2008,RVSN USSR,Russia,61.52401,105.318756
2009,RVSN USSR,Russia,61.52401,105.318756
2010,RVSN USSR,Russia,61.52401,105.318756
2011,MHI,Japan,36.204824,138.252924
2012,RVSN USSR,Russia,61.52401,105.318756
2013,RVSN USSR,Kazakhstan,48.019573,66.923684
2014,Martin Marietta,USA,37.09024,-95.712891
2015,ISAS,Japan,36.204824,138.252924
2016,RVSN USSR,Kazakhstan,48.019573,66.923684
2017,RVSN USSR,Russia,61.52401,105.318756
2018,RVSN USSR,Russia,61.52401,105.318756
2019,RVSN USSR,Russia,61.52401,105.318756
2020,RVSN USSR,Russia,61.52401,105.318756
2021,RVSN USSR,Russia,61.52401,105.318756
2022,RVSN USSR,Russia,61.52401,105.318756
2023,RVSN USSR,Russia,61.52401,105.318756
2024,RVSN USSR,Russia,61.52401,105.318756
2025,RVSN USSR,Russia,61.52401,105.318756
2026,RVSN USSR,Russia,61.52401,105.318756
2027,RVSN USSR,Russia,61.52401,105.318756
2028,RVSN USSR,Russia,61.52401,105.318756
2029,General Dynamics,USA,37.09024,-95.712891
2030,RVSN USSR,Russia,61.52401,105.318756
2031,RVSN USSR,Russia,61.52401,105.318756
2032,RVSN USSR,Russia,61.52401,105.318756
2033,RVSN USSR,Russia,61.52401,105.318756
2034,RVSN USSR,Russia,61.52401,105.318756
2035,RVSN USSR,Russia,61.52401,105.318756
2036,RVSN USSR,Russia,61.52401,105.318756
2037,RVSN USSR,Kazakhstan,48.019573,66.923684
2038,RVSN USSR,Russia,61.52401,105.318756
2039,RVSN USSR,Russia,61.52401,105.318756
2040,RVSN USSR,Russia,61.52401,105.318756
2041,CASC,China,35.86166,104.195397
2042,RVSN USSR,Russia,61.52401,105.318756
2043,RVSN USSR,Russia,61.52401,105.318756
2044,General Dynamics,USA,37.09024,-95.712891
2045,RVSN USSR,Russia,61.52401,105.318756
2046,RVSN USSR,Russia,61.52401,105.318756
2047,RVSN USSR,Russia,61.52401,105.318756
2048,RVSN USSR,Russia,61.52401,105.318756
2049,RVSN USSR,Kazakhstan,48.019573,66.923684
2050,MHI,Japan,36.204824,138.252924
2051,RVSN USSR,Kazakhstan,48.019573,66.923684
2052,RVSN USSR,Russia,61.52401,105.318756
2053,RVSN USSR,Kazakhstan,48.019573,66.923684
2054,RVSN USSR,Russia,61.52401,105.318756
2055,RVSN USSR,Russia,61.52401,105.318756
2056,RVSN USSR,Russia,61.52401,105.318756
2057,RVSN USSR,Russia,61.52401,105.318756
2058,RVSN USSR,Russia,61.52401,105.318756
2059,RVSN USSR,Russia,61.52401,105.318756
2060,RVSN USSR,Russia,61.52401,105.318756
2061,Arianespace,France,46.227638,2.213749
2062,RVSN USSR,Russia,61.52401,105.318756
2063,RVSN USSR,Russia,61.52401,105.318756
2064,RVSN USSR,Russia,61.52401,105.318756
2065,RVSN USSR,Russia,61.52401,105.318756
2066,Martin Marietta,USA,37.09024,-95.712891
2067,RVSN USSR,Russia,61.52401,105.318756
2068,Arianespace,France,46.227638,2.213749
2069,RVSN USSR,Kazakhstan,48.019573,66.923684
2070,RVSN USSR,Kazakhstan,48.019573,66.923684
2071,RVSN USSR,Kazakhstan,48.019573,66.923684
2072,Arianespace,France,46.227638,2.213749
2073,RVSN USSR,Russia,61.52401,105.318756
2074,MHI,Japan,36.204824,138.252924
2075,RVSN USSR,Russia,61.52401,105.318756
2076,General Dynamics,USA,37.09024,-95.712891
2077,RVSN USSR,Russia,61.52401,105.318756
2078,CASC,China,35.86166,104.195397
2079,NASA,USA,37.09024,-95.712891
2080,RVSN USSR,Russia,61.52401,105.318756
2081,RVSN USSR,Russia,61.52401,105.318756
2082,RVSN USSR,Russia,61.52401,105.318756
2083,NASA,USA,37.09024,-95.712891
2084,RVSN USSR,Russia,61.52401,105.318756
2085,RVSN USSR,Kazakhstan,48.019573,66.923684
2086,RVSN USSR,Russia,61.52401,105.318756
2087,RVSN USSR,Russia,61.52401,105.318756
2088,RVSN USSR,Russia,61.52401,105.318756
2089,RVSN USSR,Russia,61.52401,105.318756
2090,RVSN USSR,Russia,61.52401,105.318756
2091,NASA,USA,37.09024,-95.712891
2092,RVSN USSR,Russia,61.52401,105.318756
2093,RVSN USSR,Russia,61.52401,105.318756
2094,NASA,USA,37.09024,-95.712891
2095,RVSN USSR,Russia,61.52401,105.318756
2096,RVSN USSR,Russia,61.52401,105.318756
2097,RVSN USSR,Russia,61.52401,105.318756
2098,RVSN USSR,Kazakhstan,48.019573,66.923684
2099,RVSN USSR,Russia,61.52401,105.318756
2100,RVSN USSR,Kazakhstan,48.019573,66.923684
2101,CASC,China,35.86166,104.195397
2102,RVSN USSR,Russia,61.52401,105.318756
2103,General Dynamics,USA,37.09024,-95.712891
2104,NASA,USA,37.09024,-95.712891
2105,RVSN USSR,Russia,61.52401,105.318756
2106,RVSN USSR,Kazakhstan,48.019573,66.923684
2107,RVSN USSR,Russia,61.52401,105.318756
2108,RVSN USSR,Russia,61.52401,105.318756
2109,General Dynamics,USA,37.09024,-95.712891
2110,RVSN USSR,Russia,61.52401,105.318756
2111,RVSN USSR,Kazakhstan,48.019573,66.923684
2112,Arianespace,France,46.227638,2.213749
2113,RVSN USSR,Russia,61.52401,105.318756
2114,Martin Marietta,USA,37.09024,-95.712891
2115,NASA,USA,37.09024,-95.712891
2116,RVSN USSR,Kazakhstan,48.019573,66.923684
2117,RVSN USSR,Russia,61.52401,105.318756
2118,ISAS,Japan,36.204824,138.252924
2119,RVSN USSR,Russia,61.52401,105.318756
2120,RVSN USSR,Kazakhstan,48.019573,66.923684
2121,NASA,USA,37.09024,-95.712891
2122,RVSN USSR,Russia,61.52401,105.318756
2123,RVSN USSR,Russia,61.52401,105.318756
2124,Arianespace,France,46.227638,2.213749
2125,General Dynamics,USA,37.09024,-95.712891
2126,RVSN USSR,Kazakhstan,48.019573,66.923684
2127,RVSN USSR,Russia,61.52401,105.318756
2128,RVSN USSR,Russia,61.52401,105.318756
2129,NASA,USA,37.09024,-95.712891
2130,RVSN USSR,Russia,61.52401,105.318756
2131,RVSN USSR,Russia,61.52401,105.318756
2132,RVSN USSR,Russia,61.52401,105.318756
2133,RVSN USSR,Russia,61.52401,105.318756
2134,RVSN USSR,Russia,61.52401,105.318756
2135,Arianespace,France,46.227638,2.213749
2136,NASA,USA,37.09024,-95.712891
2137,RVSN USSR,Kazakhstan,48.019573,66.923684
2138,RVSN USSR,Kazakhstan,48.019573,66.923684
2139,RVSN USSR,Russia,61.52401,105.318756
2140,RVSN USSR,Kazakhstan,48.019573,66.923684
2141,NASA,USA,37.09024,-95.712891
2142,General Dynamics,USA,37.09024,-95.712891
2143,RVSN USSR,Russia,61.52401,105.318756
2144,RVSN USSR,Russia,61.52401,105.318756
2145,General Dynamics,USA,37.09024,-95.712891
2146,RVSN USSR,Russia,61.52401,105.318756
2147,RVSN USSR,Russia,61.52401,105.318756
2148,Arianespace,France,46.227638,2.213749
2149,Martin Marietta,USA,37.09024,-95.712891
2150,ISAS,Japan,36.204824,138.252924
2151,RVSN USSR,Russia,61.52401,105.318756
2152,RVSN USSR,Russia,61.52401,105.318756
2153,NASA,USA,37.09024,-95.712891
2154,RVSN USSR,Russia,61.52401,105.318756
2155,RVSN USSR,Kazakhstan,48.019573,66.923684
2156,RVSN USSR,Russia,61.52401,105.318756
2157,RVSN USSR,Russia,61.52401,105.318756
2158,RVSN USSR,Russia,61.52401,105.318756
2159,Martin Marietta,USA,37.09024,-95.712891
2160,RVSN USSR,Russia,61.52401,105.318756
2161,RVSN USSR,Russia,61.52401,105.318756
2162,RVSN USSR,Russia,61.52401,105.318756
2163,General Dynamics,USA,37.09024,-95.712891
2164,Martin Marietta,USA,37.09024,-95.712891
2165,RVSN USSR,Russia,61.52401,105.318756
2166,RVSN USSR,Russia,61.52401,105.318756
2167,Arianespace,France,46.227638,2.213749
2168,NASA,USA,37.09024,-95.712891
2169,RVSN USSR,Kazakhstan,48.019573,66.923684
2170,RVSN USSR,Russia,61.52401,105.318756
2171,RVSN USSR,Russia,61.52401,105.318756
2172,NASA,USA,37.09024,-95.712891
2173,RVSN USSR,Russia,61.52401,105.318756
2174,RVSN USSR,Russia,61.52401,105.318756
2175,RVSN USSR,Russia,61.52401,105.318756
2176,RVSN USSR,Russia,61.52401,105.318756
2177,CASC,China,35.86166,104.195397
2178,General Dynamics,USA,37.09024,-95.712891
2179,RVSN USSR,Russia,61.52401,105.318756
2180,NASA,USA,37.09024,-95.712891
2181,RVSN USSR,Kazakhstan,48.019573,66.923684
2182,Martin Marietta,USA,37.09024,-95.712891
2183,RVSN USSR,Russia,61.52401,105.318756
2184,RVSN USSR,Russia,61.52401,105.318756
2185,RVSN USSR,Russia,61.52401,105.318756
2186,RVSN USSR,Kazakhstan,48.019573,66.923684
2187,Arianespace,France,46.227638,2.213749
2188,MHI,Japan,36.204824,138.252924
2189,RVSN USSR,Russia,61.52401,105.318756
2190,RVSN USSR,Russia,61.52401,105.318756
2191,RVSN USSR,Russia,61.52401,105.318756
2192,RVSN USSR,Russia,61.52401,105.318756
2193,RVSN USSR,Russia,61.52401,105.318756
2194,Martin Marietta,USA,37.09024,-95.712891
2195,RVSN USSR,Russia,61.52401,105.318756
2196,General Dynamics,USA,37.09024,-95.712891
2197,General Dynamics,USA,37.09024,-95.712891
2198,RVSN USSR,Russia,61.52401,105.318756
2199,RVSN USSR,Russia,61.52401,105.318756
2200,RVSN USSR,Russia,61.52401,105.318756
2201,RVSN USSR,Kazakhstan,48.019573,66.923684
2202,RVSN USSR,Russia,61.52401,105.318756
2203,Arianespace,France,46.227638,2.213749
2204,RVSN USSR,Russia,61.52401,105.318756
2205,RVSN USSR,Russia,61.52401,105.318756
2206,RVSN USSR,Russia,61.52401,105.318756
2207,US Air Force,USA,37.09024,-95.712891
2208,Martin Marietta,USA,37.09024,-95.712891
2209,CASC,China,35.86166,104.195397
2210,NASA,USA,37.09024,-95.712891
2211,RVSN USSR,Russia,61.52401,105.318756
2212,RVSN USSR,Russia,61.52401,105.318756
2213,RVSN USSR,Russia,61.52401,105.318756
2214,RVSN USSR,Russia,61.52401,105.318756
2215,ESA,France,46.227638,2.213749
2216,RVSN USSR,Russia,61.52401,105.318756
2217,ISAS,Japan,36.204824,138.252924
2218,RVSN USSR,Russia,61.52401,105.318756
2219,General Dynamics,USA,37.09024,-95.712891
2220,NASA,USA,37.09024,-95.712891
2221,RVSN USSR,Russia,61.52401,105.318756
2222,Martin Marietta,USA,37.09024,-95.712891
2223,CASC,China,35.86166,104.195397
2224,RVSN USSR,Russia,61.52401,105.318756
2225,MHI,Japan,36.204824,138.252924
2226,RVSN USSR,Russia,61.52401,105.318756
2227,RVSN USSR,Russia,61.52401,105.318756
2228,RVSN USSR,Russia,61.52401,105.318756
2229,RVSN USSR,Russia,61.52401,105.318756
2230,RVSN USSR,Russia,61.52401,105.318756
2231,RVSN USSR,Russia,61.52401,105.318756
2232,RVSN USSR,Russia,61.52401,105.318756
2233,NASA,USA,37.09024,-95.712891
2234,RVSN USSR,Russia,61.52401,105.318756
2235,RVSN USSR,Russia,61.52401,105.318756
2236,General Dynamics,USA,37.09024,-95.712891
2237,RVSN USSR,Russia,61.52401,105.318756
2238,RVSN USSR,Kazakhstan,48.019573,66.923684
2239,RVSN USSR,Russia,61.52401,105.318756
2240,RVSN USSR,Russia,61.52401,105.318756
2241,ESA,France,46.227638,2.213749
2242,RVSN USSR,Russia,61.52401,105.318756
2243,RVSN USSR,Russia,61.52401,105.318756
2244,RVSN USSR,Russia,61.52401,105.318756
2245,RVSN USSR,Russia,61.52401,105.318756
2246,NASA,USA,37.09024,-95.712891
2247,RVSN USSR,Russia,61.52401,105.318756
2248,RVSN USSR,Russia,61.52401,105.318756
2249,CASC,China,35.86166,104.195397
2250,MHI,Japan,36.204824,138.252924
2251,RVSN USSR,Russia,61.52401,105.318756
2252,Martin Marietta,USA,37.09024,-95.712891
2253,RVSN USSR,Kazakhstan,48.019573,66.923684
2254,RVSN USSR,Kazakhstan,48.019573,66.923684
2255,General Dynamics,USA,37.09024,-95.712891
2256,RVSN USSR,Russia,61.52401,105.318756
2257,RVSN USSR,Russia,61.52401,105.318756
2258,RVSN USSR,Kazakhstan,48.019573,66.923684
2259,RVSN USSR,Russia,61.52401,105.318756
2260,Martin Marietta,USA,37.09024,-95.712891
2261,NASA,USA,37.09024,-95.712891
2262,ESA,France,46.227638,2.213749
2263,General Dynamics,USA,37.09024,-95.712891
2264,RVSN USSR,Russia,61.52401,105.318756
2265,RVSN USSR,Russia,61.52401,105.318756
2266,General Dynamics,USA,37.09024,-95.712891
2267,RVSN USSR,Russia,61.52401,105.318756
2268,RVSN USSR,Kazakhstan,48.019573,66.923684
2269,RVSN USSR,Russia,61.52401,105.318756
2270,RVSN USSR,Russia,61.52401,105.318756
2271,RVSN USSR,Russia,61.52401,105.318756
2272,RVSN USSR,Russia,61.52401,105.318756
2273,RVSN USSR,Russia,61.52401,105.318756
2274,US Air Force,USA,37.09024,-95.712891
2275,ISRO,India,20.593684,78.96288
2276,RVSN USSR,Russia,61.52401,105.318756
2277,RVSN USSR,Russia,61.52401,105.318756
2278,NASA,USA,37.09024,-95.712891
2279,RVSN USSR,Kazakhstan,48.019573,66.923684
2280,RVSN USSR,Russia,61.52401,105.318756
2281,General Dynamics,USA,37.09024,-95.712891
2282,RVSN USSR,Russia,61.52401,105.318756
2283,RVSN USSR,Russia,61.52401,105.318756
2284,RVSN USSR,Russia,61.52401,105.318756
2285,RVSN USSR,Russia,61.52401,105.318756
2286,ISAS,Japan,36.204824,138.252924
2287,RVSN USSR,Russia,61.52401,105.318756
2288,General Dynamics,USA,37.09024,-95.712891
2289,MHI,Japan,36.204824,138.252924
2290,RVSN USSR,Russia,61.52401,105.318756
2291,RVSN USSR,Russia,61.52401,105.318756
2292,RVSN USSR,Russia,61.52401,105.318756
2293,RVSN USSR,Russia,61.52401,105.318756
2294,RVSN USSR,Russia,61.52401,105.318756
2295,General Dynamics,USA,37.09024,-95.712891
2296,RVSN USSR,Russia,61.52401,105.318756
2297,RVSN USSR,Kazakhstan,48.019573,66.923684
2298,RVSN USSR,Russia,61.52401,105.318756
2299,Martin Marietta,USA,37.09024,-95.712891
2300,NASA,USA,37.09024,-95.712891
2301,RVSN USSR,Russia,61.52401,105.318756
2302,Martin Marietta,USA,37.09024,-95.712891
2303,RVSN USSR,Russia,61.52401,105.318756
2304,RVSN USSR,Russia,61.52401,105.318756
2305,General Dynamics,USA,37.09024,-95.712891
2306,RVSN USSR,Russia,61.52401,105.318756
2307,RVSN USSR,Russia,61.52401,105.318756
2308,RVSN USSR,Russia,61.52401,105.318756
2309,CASC,China,35.86166,104.195397
2310,ESA,France,46.227638,2.213749
2311,RVSN USSR,Kazakhstan,48.019573,66.923684
2312,MHI,Japan,36.204824,138.252924
2313,RVSN USSR,Russia,61.52401,105.318756
2314,RVSN USSR,Kazakhstan,48.019573,66.923684
2315,RVSN USSR,Russia,61.52401,105.318756
2316,RVSN USSR,Russia,61.52401,105.318756
2317,RVSN USSR,Kazakhstan,48.019573,66.923684
2318,RVSN USSR,Russia,61.52401,105.318756
2319,RVSN USSR,Kazakhstan,48.019573,66.923684
2320,RVSN USSR,Russia,61.52401,105.318756
2321,RVSN USSR,Russia,61.52401,105.318756
2322,RVSN USSR,Russia,61.52401,105.318756
2323,NASA,USA,37.09024,-95.712891
2324,RVSN USSR,Russia,61.52401,105.318756
2325,RVSN USSR,Russia,61.52401,105.318756
2326,RVSN USSR,Kazakhstan,48.019573,66.923684
2327,RVSN USSR,Russia,61.52401,105.318756
2328,RVSN USSR,Russia,61.52401,105.318756
2329,RVSN USSR,Russia,61.52401,105.318756
2330,RVSN USSR,Kazakhstan,48.019573,66.923684
2331,RVSN USSR,Russia,61.52401,105.318756
2332,RVSN USSR,Russia,61.52401,105.318756
2333,RVSN USSR,Russia,61.52401,105.318756
2334,RVSN USSR,Kazakhstan,48.019573,66.923684
2335,Martin Marietta,USA,37.09024,-95.712891
2336,RVSN USSR,Russia,61.52401,105.318756
2337,RVSN USSR,Russia,61.52401,105.318756
2338,RVSN USSR,Kazakhstan,48.019573,66.923684
2339,RVSN USSR,Russia,61.52401,105.318756
2340,RVSN USSR,Russia,61.52401,105.318756
2341,RVSN USSR,Russia,61.52401,105.318756
2342,RVSN USSR,Russia,61.52401,105.318756
2343,RVSN USSR,Russia,61.52401,105.318756
2344,RVSN USSR,Russia,61.52401,105.318756
2345,RVSN USSR,Russia,61.52401,105.318756
2346,RVSN USSR,Russia,61.52401,105.318756
2347,RVSN USSR,Russia,61.52401,105.318756
2348,NASA,USA,37.09024,-95.712891
2349,Martin Marietta,USA,37.09024,-95.712891
2350,General Dynamics,USA,37.09024,-95.712891
2351,RVSN USSR,Russia,61.52401,105.318756
2352,RVSN USSR,Russia,61.52401,105.318756
2353,RVSN USSR,Russia,61.52401,105.318756
2354,RVSN USSR,Russia,61.52401,105.318756
2355,RVSN USSR,Russia,61.52401,105.318756
2356,RVSN USSR,Kazakhstan,48.019573,66.923684
2357,RVSN USSR,Russia,61.52401,105.318756
2358,US Air Force,USA,37.09024,-95.712891
2359,RVSN USSR,Russia,61.52401,105.318756
2360,RVSN USSR,Russia,61.52401,105.318756
2361,RVSN USSR,Kazakhstan,48.019573,66.923684
2362,ESA,France,46.227638,2.213749
2363,General Dynamics,USA,37.09024,-95.712891
2364,RVSN USSR,Russia,61.52401,105.318756
2365,General Dynamics,USA,37.09024,-95.712891
2366,RVSN USSR,Russia,61.52401,105.318756
2367,RVSN USSR,Russia,61.52401,105.318756
2368,RVSN USSR,Russia,61.52401,105.318756
2369,RVSN USSR,Russia,61.52401,105.318756
2370,RVSN USSR,Russia,61.52401,105.318756
2371,NASA,USA,37.09024,-95.712891
2372,RVSN USSR,Russia,61.52401,105.318756
2373,Martin Marietta,USA,37.09024,-95.712891
2374,RVSN USSR,Russia,61.52401,105.318756
2375,RVSN USSR,Russia,61.52401,105.318756
2376,RVSN USSR,Russia,61.52401,105.318756
2377,RVSN USSR,Russia,61.52401,105.318756
2378,RVSN USSR,Russia,61.52401,105.318756
2379,RVSN USSR,Russia,61.52401,105.318756
2380,CASC,China,35.86166,104.195397
2381,RVSN USSR,Russia,61.52401,105.318756
2382,RVSN USSR,Kazakhstan,48.019573,66.923684
2383,RVSN USSR,Russia,61.52401,105.318756
2384,Martin Marietta,USA,37.09024,-95.712891
2385,RVSN USSR,Russia,61.52401,105.318756
2386,RVSN USSR,Russia,61.52401,105.318756
2387,RVSN USSR,Kazakhstan,48.019573,66.923684
2388,RVSN USSR,Russia,61.52401,105.318756
2389,MHI,Japan,36.204824,138.252924
2390,RVSN USSR,Russia,61.52401,105.318756
2391,RVSN USSR,Russia,61.52401,105.318756
2392,General Dynamics,USA,37.09024,-95.712891
2393,RVSN USSR,Kazakhstan,48.019573,66.923684
2394,RVSN USSR,Russia,61.52401,105.318756
2395,RVSN USSR,Kazakhstan,48.019573,66.923684
2396,RVSN USSR,Russia,61.52401,105.318756
2397,General Dynamics,USA,37.09024,-95.712891
2398,RVSN USSR,Russia,61.52401,105.318756
2399,ESA,France,46.227638,2.213749
2400,RVSN USSR,Russia,61.52401,105.318756
2401,RVSN USSR,Russia,61.52401,105.318756
2402,ISRO,India,20.593684,78.96288
2403,General Dynamics,USA,37.09024,-95.712891
2404,RVSN USSR,Russia,61.52401,105.318756
2405,RVSN USSR,Russia,61.52401,105.318756
2406,RVSN USSR,Russia,61.52401,105.318756
2407,Martin Marietta,USA,37.09024,-95.712891
2408,NASA,USA,37.09024,-95.712891
2409,RVSN USSR,Russia,61.52401,105.318756
2410,RVSN USSR,Russia,61.52401,105.318756
2411,RVSN USSR,Russia,61.52401,105.318756
2412,RVSN USSR,Kazakhstan,48.019573,66.923684
2413,RVSN USSR,Kazakhstan,48.019573,66.923684
2414,Martin Marietta,USA,37.09024,-95.712891
2415,RVSN USSR,Kazakhstan,48.019573,66.923684
2416,RVSN USSR,Russia,61.52401,105.318756
2417,RVSN USSR,Kazakhstan,48.019573,66.923684
2418,US Air Force,USA,37.09024,-95.712891
2419,General Dynamics,USA,37.09024,-95.712891
2420,ISAS,Japan,36.204824,138.252924
2421,RVSN USSR,Russia,61.52401,105.318756
2422,RVSN USSR,Russia,61.52401,105.318756
2423,MHI,Japan,36.204824,138.252924
2424,RVSN USSR,Russia,61.52401,105.318756
2425,RVSN USSR,Kazakhstan,48.019573,66.923684
2426,RVSN USSR,Russia,61.52401,105.318756
2427,RVSN USSR,Russia,61.52401,105.318756
2428,RVSN USSR,Russia,61.52401,105.318756
2429,RVSN USSR,Russia,61.52401,105.318756
2430,RVSN USSR,Russia,61.52401,105.318756
2431,RVSN USSR,Russia,61.52401,105.318756
2432,RVSN USSR,Kazakhstan,48.019573,66.923684
2433,RVSN USSR,Russia,61.52401,105.318756
2434,Martin Marietta,USA,37.09024,-95.712891
2435,RVSN USSR,Russia,61.52401,105.318756
2436,General Dynamics,USA,37.09024,-95.712891
2437,General Dynamics,USA,37.09024,-95.712891
2438,RVSN USSR,Russia,61.52401,105.318756
2439,RVSN USSR,Russia,61.52401,105.318756
2440,RVSN USSR,Russia,61.52401,105.318756
2441,RVSN USSR,Russia,61.52401,105.318756
2442,RVSN USSR,Russia,61.52401,105.318756
2443,RVSN USSR,Kazakhstan,48.019573,66.923684
2444,General Dynamics,USA,37.09024,-95.712891
2445,RVSN USSR,Russia,61.52401,105.318756
2446,RVSN USSR,Russia,61.52401,105.318756
2447,RVSN USSR,Russia,61.52401,105.318756
2448,RVSN USSR,Russia,61.52401,105.318756
2449,RVSN USSR,Russia,61.52401,105.318756
2450,RVSN USSR,Russia,61.52401,105.318756
2451,ISRO,India,20.593684,78.96288
2452,RVSN USSR,Russia,61.52401,105.318756
2453,RVSN USSR,Russia,61.52401,105.318756
2454,RVSN USSR,Russia,61.52401,105.318756
2455,RVSN USSR,Russia,61.52401,105.318756
2456,Martin Marietta,USA,37.09024,-95.712891
2457,RVSN USSR,Kazakhstan,48.019573,66.923684
2458,RVSN USSR,Russia,61.52401,105.318756
2459,RVSN USSR,Russia,61.52401,105.318756
2460,RVSN USSR,Russia,61.52401,105.318756
2461,General Dynamics,USA,37.09024,-95.712891
2462,ESA,France,46.227638,2.213749
2463,RVSN USSR,Russia,61.52401,105.318756
2464,RVSN USSR,Russia,61.52401,105.318756
2465,RVSN USSR,Kazakhstan,48.019573,66.923684
2466,General Dynamics,USA,37.09024,-95.712891
2467,RVSN USSR,Russia,61.52401,105.318756
2468,RVSN USSR,Kazakhstan,48.019573,66.923684
2469,RVSN USSR,Russia,61.52401,105.318756
2470,RVSN USSR,Russia,61.52401,105.318756
2471,RVSN USSR,Russia,61.52401,105.318756
2472,RVSN USSR,Russia,61.52401,105.318756
2473,RVSN USSR,Kazakhstan,48.019573,66.923684
2474,General Dynamics,USA,37.09024,-95.712891
2475,MHI,Japan,36.204824,138.252924
2476,ISAS,Japan,36.204824,138.252924
2477,RVSN USSR,Russia,61.52401,105.318756
2478,RVSN USSR,Russia,61.52401,105.318756
2479,General Dynamics,USA,37.09024,-95.712891
2480,Martin Marietta,USA,37.09024,-95.712891
2481,RVSN USSR,Russia,61.52401,105.318756
2482,RVSN USSR,Russia,61.52401,105.318756
2483,RVSN USSR,Russia,61.52401,105.318756
2484,General Dynamics,USA,37.09024,-95.712891
2485,RVSN USSR,Russia,61.52401,105.318756
2486,RVSN USSR,Russia,61.52401,105.318756
2487,ESA,France,46.227638,2.213749
2488,RVSN USSR,Russia,61.52401,105.318756
2489,RVSN USSR,Russia,61.52401,105.318756
2490,Martin Marietta,USA,37.09024,-95.712891
2491,RVSN USSR,Russia,61.52401,105.318756
2492,RVSN USSR,Russia,61.52401,105.318756
2493,RVSN USSR,Russia,61.52401,105.318756
2494,RVSN USSR,Russia,61.52401,105.318756
2495,RVSN USSR,Russia,61.52401,105.318756
2496,RVSN USSR,Russia,61.52401,105.318756
2497,Martin Marietta,USA,37.09024,-95.712891
2498,RVSN USSR,Russia,61.52401,105.318756
2499,General Dynamics,USA,37.09024,-95.712891
2500,RVSN USSR,Russia,61.52401,105.318756
