ID,Organisation,Country,Latitude,Longitude,Year
581,VKS RF,Russia,61.52401,105.318756,2013
582,Kosmotras,Russia,61.52401,105.318756,2013
583,Northrop,USA,37.09024,-95.712891,2013
584,ULA,USA,37.09024,-95.712891,2013
585,ISRO,India,20.593684,78.96288,2013
586,SpaceX,USA,37.09024,-95.712891,2013
587,CASIC,China,35.86166,104.195397,2013
588,ULA,USA,37.09024,-95.712891,2013
589,JAXA,Japan,36.204824,138.252924,2013
590,Northrop,USA,37.09024,-95.712891,2013
591,VKS RF,Russia,61.52401,105.318756,2013
592,Northrop,USA,37.09024,-95.712891,2013
593,Land Launch,Kazakhstan,48.019573,66.923684,2013
594,Arianespace,France,46.227638,2.213749,2013
595,ULA,USA,37.09024,-95.712891,2013
596,Kosmotras,Russia,61.52401,105.318756,2013
597,ULA,USA,37.09024,-95.712891,2013
598,MHI,Japan,36.204824,138.252924,2013
599,Arianespace,France,46.227638,2.213749,2013
600,ULA,USA,37.09024,-95.712891,2013
601,VKS RF,Kazakhstan,48.019573,66.923684,2013
602,ISRO,India,20.593684,78.96288,2013
603,Northrop,USA,37.09024,-95.712891,2013
604,VKS RF,Kazakhstan,48.019573,66.923684,2013
605,Arianespace,France,46.227638,2.213749,2013
606,CASC,China,35.86166,104.195397,2013
607,Arianespace,France,46.227638,2.213749,2013
608,ULA,USA,37.09024,-95.712891,2013
609,ULA,USA,37.09024,-95.712891,2013
610,Arianespace,France,46.227638,2.213749,2013
611,Northrop,USA,37.09024,-95.712891,2013
612,ULA,USA,37.09024,-95.712891,2013
613,SpaceX,USA,37.09024,-95.712891,2013
614,ISRO,India,20.593684,78.96288,2013
615,ULA,USA,37.09024,-95.712891,2013
616,Arianespace,France,46.227638,2.213749,2013
617,Sea Launch,Pacific Ocean,,,2013
618,ULA,USA,37.09024,-95.712891,2013
619,KARI,South Korea,35.907757,127.766922,2013
620,MHI,Japan,36.204824,138.252924,2013
621,VKS RF,Russia,61.52401,105.318756,2013
622,Arianespace,France,46.227638,2.213749,2012
623,KCST,North Korea,40.339852,127.510093,2012
624,ULA,USA,37.09024,-95.712891,2012
625,Sea Launch,Pacific Ocean,,,2012
626,Arianespace,France,46.227638,2.213749,2012
627,Arianespace,France,46.227638,2.213749,2012
628,Arianespace,France,46.227638,2.213749,2012
629,SpaceX,USA,37.09024,-95.712891,2012
630,ULA,USA,37.09024,-95.712891,2012
631,Arianespace,France,46.227638,2.213749,2012
632,ISA,Iran,32.427908,53.688046,2012
633,ULA,USA,37.09024,-95.712891,2012
634,ISRO,India,20.593684,78.96288,2012
635,ULA,USA,37.09024,-95.712891,2012
636,Sea Launch,Pacific Ocean,,,2012
637,Arianespace,France,46.227638,2.213749,2012
638,VKS RF,Russia,61.52401,105.318756,2012
639,MHI,Japan,36.204824,138.252924,2012
640,Arianespace,France,46.227638,2.213749,2012
641,ULA,USA,37.09024,-95.712891,2012
642,ULA,USA,37.09024,-95.712891,2012
643,CASC,China,35.86166,104.195397,2012
644,Northrop,USA,37.09024,-95.712891,2012
645,Sea Launch,Pacific Ocean,,,2012
646,ISA,Iran,32.427908,53.688046,2012
647,SpaceX,USA,37.09024,-95.712891,2012
648,MHI,Japan,36.204824,138.252924,2012
649,Arianespace,France,46.227638,2.213749,2012
650,ULA,USA,37.09024,-95.712891,2012
651,ISRO,India,20.593684,78.96288,2012
652,ISRO,India,20.593684,78.96288,2012
653,KCST,North Korea,40.339852,127.510093,2012
654,ULA,USA,37.09024,-95.712891,2012
655,Arianespace,France,46.227638,2.213749,2012
656,ULA,USA,37.09024,-95.712891,2012
657,ESA,France,46.227638,2.213749,2012
658,ISA,Iran,32.427908,53.688046,2012
659,ULA,USA,37.09024,-95.712891,2012
660,Arianespace,France,46.227638,2.213749,2011
661,MHI,Japan,36.204824,138.252924,2011
662,ULA,USA,37.09024,-95.712891,2011
663,Roscosmos,Kazakhstan,48.019573,66.923684,2011
664,CASC,China,35.86166,104.195397,2011
665,ULA,USA,37.09024,-95.712891,2011
666,Arianespace,France,46.227638,2.213749,2011
667,ISRO,India,20.593684,78.96288,2011
668,Land Launch,Kazakhstan,48.019573,66.923684,2011
669,CASC,China,35.86166,104.195397,2011
670,Northrop,USA,37.09024,-95.712891,2011
671,Sea Launch,Pacific Ocean,,,2011
672,MHI,Japan,36.204824,138.252924,2011
673,Arianespace,France,46.227638,2.213749,2011
674,MHI,Japan,36.204824,138.252924,2011
675,ULA,USA,37.09024,-95.712891,2011
676,Kosmotras,Russia,61.52401,105.318756,2011
677,Arianespace,France,46.227638,2.213749,2011
678,ULA,USA,37.09024,-95.712891,2011
679,Roscosmos,Kazakhstan,48.019573,66.923684,2011
680,ULA,USA,37.09024,-95.712891,2011
681,ISRO,India,20.593684,78.96288,2011
682,NASA,USA,37.09024,-95.712891,2011
683,Northrop,USA,37.09024,-95.712891,2011
684,ISA,Iran,32.427908,53.688046,2011
685,ULA,USA,37.09024,-95.712891,2011
686,Arianespace,France,46.227638,2.213749,2011
687,NASA,USA,37.09024,-95.712891,2011
688,ULA,USA,37.09024,-95.712891,2011
689,Arianespace,France,46.227638,2.213749,2011
690,ISRO,India,20.593684,78.96288,2011
691,ULA,USA,37.09024,-95.712891,2011
692,ULA,USA,37.09024,-95.712891,2011
693,ULA,USA,37.09024,-95.712891,2011
694,Northrop,USA,37.09024,-95.712891,2011
695,NASA,USA,37.09024,-95.712891,2011
696,Arianespace,France,46.227638,2.213749,2011
697,Northrop,USA,37.09024,-95.712891,2011
698,VKS RF,Russia,61.52401,105.318756,2011
699,MHI,Japan,36.204824,138.252924,2011
700,ULA,USA,37.09024,-95.712891,2011
701,Roscosmos,Kazakhstan,48.019573,66.923684,2011
702,Arianespace,France,46.227638,2.213749,2010
703,ISRO,India,20.593684,78.96288,2010
704,SpaceX,USA,37.09024,-95.712891,2010
705,Arianespace,France,46.227638,2.213749,2010
706,ULA,USA,37.09024,-95.712891,2010
707,Northrop,USA,37.09024,-95.712891,2010
708,ULA,USA,37.09024,-95.712891,2010
709,Arianespace,France,46.227638,2.213749,2010
710,VKS RF,Russia,61.52401,105.318756,2010
711,Northrop,USA,37.09024,-95.712891,2010
712,ULA,USA,37.09024,-95.712891,2010
713,VKS RF,Russia,61.52401,105.318756,2010
714,ULA,USA,37.09024,-95.712891,2010
715,Arianespace,France,46.227638,2.213749,2010
716,ISRO,India,20.593684,78.96288,2010
717,Arianespace,France,46.227638,2.213749,2010
718,IAI,Israel,31.046051,34.851612,2010
719,Kosmotras,Kazakhstan,48.019573,66.923684,2010
720,Kosmotras,Russia,61.52401,105.318756,2010
721,KARI,South Korea,35.907757,127.766922,2010
722,SpaceX,USA,37.09024,-95.712891,2010
723,Eurockot,Russia,61.52401,105.318756,2010
724,ULA,USA,37.09024,-95.712891,2010
725,Arianespace,France,46.227638,2.213749,2010
726,NASA,USA,37.09024,-95.712891,2010
727,MHI,Japan,36.204824,138.252924,2010
728,Roscosmos,Kazakhstan,48.019573,66.923684,2010
729,VKS RF,Russia,61.52401,105.318756,2010
730,ULA,USA,37.09024,-95.712891,2010
731,ISRO,India,20.593684,78.96288,2010
732,Kosmotras,Kazakhstan,48.019573,66.923684,2010
733,NASA,USA,37.09024,-95.712891,2010
734,Roscosmos,Kazakhstan,48.019573,66.923684,2010
735,ULA,USA,37.09024,-95.712891,2010
736,ULA,USA,37.09024,-95.712891,2010
737,NASA,USA,37.09024,-95.712891,2010
738,Roscosmos,Kazakhstan,48.019573,66.923684,2010
739,Arianespace,France,46.227638,2.213749,2009
740,ULA,USA,37.09024,-95.712891,2009
741,ULA,USA,37.09024,-95.712891,2009
742,Land Launch,Kazakhstan,48.019573,66.923684,2009
743,MHI,Japan,36.204824,138.252924,2009
744,ULA,USA,37.09024,-95.712891,2009
745,NASA,USA,37.09024,-95.712891,2009
746,Eurockot,Russia,61.52401,105.318756,2009
747,Arianespace,France,46.227638,2.213749,2009
748,NASA,USA,37.09024,-95.712891,2009
749,ULA,USA,37.09024,-95.712891,2009
750,ULA,USA,37.09024,-95.712891,2009
751,Arianespace,France,46.227638,2.213749,2009
752,ULA,USA,37.09024,-95.712891,2009
753,ISRO,India,20.593684,78.96288,2009
754,MHI,Japan,36.204824,138.252924,2009
755,ULA,USA,37.09024,-95.712891,2009
756,NASA,USA,37.09024,-95.712891,2009
757,KARI,South Korea,35.907757,127.766922,2009
758,Arianespace,France,46.227638,2.213749,2009
759,ULA,USA,37.09024,-95.712891,2009
760,Kosmotras,Kazakhstan,48.019573,66.923684,2009
761,VKS RF,Russia,61.52401,105.318756,2009
762,NASA,USA,37.09024,-95.712891,2009
763,SpaceX,USA,37.09024,-95.712891,2009
764,VKS RF,Russia,61.52401,105.318756,2009
765,Arianespace,France,46.227638,2.213749,2009
766,ULA,USA,37.09024,-95.712891,2009
767,Land Launch,Kazakhstan,48.019573,66.923684,2009
768,ULA,USA,37.09024,-95.712891,2009
769,Northrop,USA,37.09024,-95.712891,2009
770,Arianespace,France,46.227638,2.213749,2009
771,NASA,USA,37.09024,-95.712891,2009
772,ULA,USA,37.09024,-95.712891,2009
773,Sea Launch,Pacific Ocean,,,2009
774,ISRO,India,20.593684,78.96288,2009
775,KCST,North Korea,40.339852,127.510093,2009
776,ULA,USA,37.09024,-95.712891,2009
777,ULA,USA,37.09024,-95.712891,2009
778,Eurockot,Russia,61.52401,105.318756,2009
779,NASA,USA,37.09024,-95.712891,2009
780,ULA,USA,37.09024,-95.712891,2009
781,Land Launch,Kazakhstan,48.019573,66.923684,2009
782,Northrop,USA,37.09024,-95.712891,2009
783,Arianespace,France,46.227638,2.213749,2009
784,ULA,USA,37.09024,-95.712891,2009
785,ISA,Iran,32.427908,53.688046,2009
786,VKS RF,Russia,61.52401,105.318756,2009
787,MHI,Japan,36.204824,138.252924,2009
788,ULA,USA,37.09024,-95.712891,2009
789,Arianespace,France,46.227638,2.213749,2008
790,VKS RF,Russia,61.52401,105.318756,2008
791,NASA,USA,37.09024,-95.712891,2008
792,CASC,China,35.86166,104.195397,2008
793,CASC,China,35.86166,104.195397,2008
794,CASC,China,35.86166,104.195397,2008
795,ULA,USA,37.09024,-95.712891,2008
796,CASC,China,35.86166,104.195397,2008
797,ISRO,India,20.593684,78.96288,2008
798,Northrop,USA,37.09024,-95.712891,2008
799,Kosmotras,Russia,61.52401,105.318756,2008
800,SpaceX,USA,37.09024,-95.712891,2008
801,CASC,China,35.86166,104.195397,2008
802,Sea Launch,Pacific Ocean,,,2008
803,ULA,USA,37.09024,-95.712891,2008
804,CASC,China,35.86166,104.195397,2008
805,Kosmotras,Kazakhstan,48.019573,66.923684,2008
806,ISA,Iran,32.427908,53.688046,2008
807,Arianespace,France,46.227638,2.213749,2008
808,SpaceX,USA,37.09024,-95.712891,2008
809,VKS RF,Russia,61.52401,105.318756,2008
810,Sea Launch,Pacific Ocean,,,2008
811,Arianespace,France,46.227638,2.213749,2008
812,ULA,USA,37.09024,-95.712891,2008
813,VKS RF,Russia,61.52401,105.318756,2008
814,Arianespace,France,46.227638,2.213749,2008
815,ULA,USA,37.09024,-95.712891,2008
816,CASC,China,35.86166,104.195397,2008
817,NASA,USA,37.09024,-95.712891,2008
818,CASC,China,35.86166,104.195397,2008
819,VKS RF,Russia,61.52401,105.318756,2008
820,Sea Launch,Pacific Ocean,,,2008
821,Land Launch,Kazakhstan,48.019573,66.923684,2008
822,ISRO,India,20.593684,78.96288,2008
823,CASC,China,35.86166,104.195397,2008
824,Arianespace,France,46.227638,2.213749,2008
825,Northrop,USA,37.09024,-95.712891,2008
826,ULA,USA,37.09024,-95.712891,2008
827,VKS RF,Russia,61.52401,105.318756,2008
828,Sea Launch,Pacific Ocean,,,2008
829,ULA,USA,37.09024,-95.712891,2008
830,ULA,USA,37.09024,-95.712891,2008
831,NASA,USA,37.09024,-95.712891,2008
832,Arianespace,France,46.227638,2.213749,2008
833,MHI,Japan,36.204824,138.252924,2008
834,NASA,USA,37.09024,-95.712891,2008
835,ISRO,India,20.593684,78.96288,2008
836,Sea Launch,Pacific Ocean,,,2008
837,Arianespace,France,46.227638,2.213749,2007
838,ULA,USA,37.09024,-95.712891,2007
839,ULA,USA,37.09024,-95.712891,2007
840,ULA,USA,37.09024,-95.712891,2007
841,Arianespace,France,46.227638,2.213749,2007
842,CASC,China,35.86166,104.195397,2007
843,ULA,USA,37.09024,-95.712891,2007
844,VKS RF,Russia,61.52401,105.318756,2007
845,CASC,China,35.86166,104.195397,2007
846,VKS RF,Russia,61.52401,105.318756,2007
847,NASA,USA,37.09024,-95.712891,2007
848,ULA,USA,37.09024,-95.712891,2007
849,ULA,USA,37.09024,-95.712891,2007
850,Arianespace,France,46.227638,2.213749,2007
851,ULA,USA,37.09024,-95.712891,2007
852,CASC,China,35.86166,104.195397,2007
853,ULA,USA,37.09024,-95.712891,2007
854,MHI,Japan,36.204824,138.252924,2007
855,VKS RF,Russia,61.52401,105.318756,2007
856,ISRO,India,20.593684,78.96288,2007
857,Arianespace,France,46.227638,2.213749,2007
858,NASA,USA,37.09024,-95.712891,2007
859,ULA,USA,37.09024,-95.712891,2007
860,CASC,China,35.86166,104.195397,2007
861,VKS RF,Russia,61.52401,105.318756,2007
862,VKS RF,Kazakhstan,48.019573,66.923684,2007
863,Kosmotras,Russia,61.52401,105.318756,2007
864,ULA,USA,37.09024,-95.712891,2007
865,Kosmotras,Kazakhstan,48.019573,66.923684,2007
866,IAI,Israel,31.046051,34.851612,2007
867,NASA,USA,37.09024,-95.712891,2007
868,ULA,USA,37.09024,-95.712891,2007
869,CASC,China,35.86166,104.195397,2007
870,CASC,China,35.86166,104.195397,2007
871,CASC,China,35.86166,104.195397,2007
872,Arianespace,France,46.227638,2.213749,2007
873,Northrop,USA,37.09024,-95.712891,2007
874,Northrop,USA,37.09024,-95.712891,2007
875,ISRO,India,20.593684,78.96288,2007
876,Kosmotras,Kazakhstan,48.019573,66.923684,2007
877,CASC,China,35.86166,104.195397,2007
878,CASC,China,35.86166,104.195397,2007
879,SpaceX,USA,37.09024,-95.712891,2007
880,Arianespace,France,46.227638,2.213749,2007
881,ULA,USA,37.09024,-95.712891,2007
882,MHI,Japan,36.204824,138.252924,2007
883,ULA,USA,37.09024,-95.712891,2007
884,CASC,China,35.86166,104.195397,2007
885,Sea Launch,Pacific Ocean,,,2007
886,ISRO,India,20.593684,78.96288,2007
887,VKS RF,Russia,61.52401,105.318756,2006
888,MHI,Japan,36.204824,138.252924,2006
889,Northrop,USA,37.09024,-95.712891,2006
890,ULA,USA,37.09024,-95.712891,2006
891,NASA,USA,37.09024,-95.712891,2006
892,Arianespace,France,46.227638,2.213749,2006
893,CASC,China,35.86166,104.195397,2006
894,Boeing,USA,37.09024,-95.712891,2006
895,Boeing,USA,37.09024,-95.712891,2006
896,Sea Launch,Pacific Ocean,,,2006
897,CASC,China,35.86166,104.195397,2006
898,Boeing,USA,37.09024,-95.712891,2006
899,CASC,China,35.86166,104.195397,2006
900,Arianespace,France,46.227638,2.213749,2006
901,Boeing,USA,37.09024,-95.712891,2006
902,ISAS,Japan,36.204824,138.252924,2006
903,CASC,China,35.86166,104.195397,2006
904,MHI,Japan,36.204824,138.252924,2006
905,NASA,USA,37.09024,-95.712891,2006
906,CASC,China,35.86166,104.195397,2006
907,Sea Launch,Pacific Ocean,,,2006
908,Arianespace,France,46.227638,2.213749,2006
909,Eurockot,Russia,61.52401,105.318756,2006
910,Kosmotras,Kazakhstan,48.019573,66.923684,2006
911,VKS RF,Russia,61.52401,105.318756,2006
912,Kosmotras,Russia,61.52401,105.318756,2006
913,ISRO,India,20.593684,78.96288,2006
914,NASA,USA,37.09024,-95.712891,2006
915,Boeing,USA,37.09024,-95.712891,2006
916,VKS RF,Kazakhstan,48.019573,66.923684,2006
917,Boeing,USA,37.09024,-95.712891,2006
918,Sea Launch,Pacific Ocean,,,2006
919,Arianespace,France,46.227638,2.213749,2006
920,SRC,Barents Sea,,,2006
921,Boeing,USA,37.09024,-95.712891,2006
922,Boeing,USA,37.09024,-95.712891,2006
923,CASC,China,35.86166,104.195397,2006
924,MITT,Russia,61.52401,105.318756,2006
925,ILS,USA,37.09024,-95.712891,2006
926,Northrop,USA,37.09024,-95.712891,2006
927,Sea Launch,Pacific Ocean,,,2006
928,Northrop,USA,37.09024,-95.712891,2006
929,SpaceX,USA,37.09024,-95.712891,2006
930,Arianespace,France,46.227638,2.213749,2006
931,ISAS,Japan,36.204824,138.252924,2006
932,MHI,Japan,36.204824,138.252924,2006
933,Sea Launch,Pacific Ocean,,,2006
934,MHI,Japan,36.204824,138.252924,2006
935,ILS,USA,37.09024,-95.712891,2006
936,Arianespace,France,46.227638,2.213749,2005
937,VKS RF,Russia,61.52401,105.318756,2005
938,Arianespace,France,46.227638,2.213749,2005
939,Sea Launch,Pacific Ocean,,,2005
940,VKS RF,Russia,61.52401,105.318756,2005
941,Lockheed,USA,37.09024,-95.712891,2005
942,CASC,China,35.86166,104.195397,2005
943,Arianespace,France,46.227638,2.213749,2005
944,Eurockot,Russia,61.52401,105.318756,2005
945,Boeing,USA,37.09024,-95.712891,2005
946,Northrop,USA,37.09024,-95.712891,2005
947,CASC,China,35.86166,104.195397,2005
948,VKS RF,Russia,61.52401,105.318756,2005
949,Kosmotras,Kazakhstan,48.019573,66.923684,2005
950,ILS,USA,37.09024,-95.712891,2005
951,Arianespace,France,46.227638,2.213749,2005
952,CASC,China,35.86166,104.195397,2005
953,NASA,USA,37.09024,-95.712891,2005
954,ISAS,Japan,36.204824,138.252924,2005
955,CASC,China,35.86166,104.195397,2005
956,Sea Launch,Pacific Ocean,,,2005
957,SRC,Barents Sea,,,2005
958,VKS RF,Russia,61.52401,105.318756,2005
959,Boeing,USA,37.09024,-95.712891,2005
960,ISRO,India,20.593684,78.96288,2005
961,Lockheed,USA,37.09024,-95.712891,2005
962,Sea Launch,Pacific Ocean,,,2005
963,Northrop,USA,37.09024,-95.712891,2005
964,CASC,China,35.86166,104.195397,2005
965,Northrop,USA,37.09024,-95.712891,2005
966,ILS,USA,37.09024,-95.712891,2005
967,Sea Launch,Pacific Ocean,,,2005
968,MHI,Japan,36.204824,138.252924,2005
969,Arianespace,France,46.227638,2.213749,2005
970,Lockheed,USA,37.09024,-95.712891,2005
971,VKS RF,Russia,61.52401,105.318756,2005
972,Boeing,USA,37.09024,-95.712891,2005
973,VKS RF,Russia,61.52401,105.318756,2004
974,Boeing,USA,37.09024,-95.712891,2004
975,Arianespace,France,46.227638,2.213749,2004
976,ILS,USA,37.09024,-95.712891,2004
977,Boeing,USA,37.09024,-95.712891,2004
978,CASC,China,35.86166,104.195397,2004
979,VKS RF,Russia,61.52401,105.318756,2004
980,Boeing,USA,37.09024,-95.712891,2004
981,CASC,China,35.86166,104.195397,2004
982,CASC,China,35.86166,104.195397,2004
983,CASC,China,35.86166,104.195397,2004
984,VKS RF,Russia,61.52401,105.318756,2004
985,ISRO,India,20.593684,78.96288,2004
986,CASC,China,35.86166,104.195397,2004
987,IAI,Israel,31.046051,34.851612,2004
988,Lockheed,USA,37.09024,-95.712891,2004
989,CASC,China,35.86166,104.195397,2004
990,Boeing,USA,37.09024,-95.712891,2004
991,CASC,China,35.86166,104.195397,2004
992,VKS RF,Russia,61.52401,105.318756,2004
993,Arianespace,France,46.227638,2.213749,2004
994,Boeing,USA,37.09024,-95.712891,2004
995,Kosmotras,Kazakhstan,48.019573,66.923684,2004
996,Sea Launch,Pacific Ocean,,,2004
997,Boeing,USA,37.09024,-95.712891,2004
998,VKS RF,Kazakhstan,48.019573,66.923684,2004
999,VKS RF,Kazakhstan,48.019573,66.923684,2004
1000,Northrop,USA,37.09024,-95.712891,2004
1001,Sea Launch,Pacific Ocean,,,2004
1002,Boeing,USA,37.09024,-95.712891,2004
1003,ILS,USA,37.09024,-95.712891,2004
1004,CASC,China,35.86166,104.195397,2004
1005,ILS,USA,37.09024,-95.712891,2004
1006,Boeing,USA,37.09024,-95.712891,2004
1007,ILS,USA,37.09024,-95.712891,2004
1008,Arianespace,France,46.227638,2.213749,2004
1009,VKS RF,Russia,61.52401,105.318756,2004
1010,Lockheed,USA,37.09024,-95.712891,2004
1011,ILS,USA,37.09024,-95.712891,2004
1012,Sea Launch,Pacific Ocean,,,2004
1013,CASC,China,35.86166,104.195397,2003
1014,Boeing,USA,37.09024,-95.712891,2003
1015,Lockheed,USA,37.09024,-95.712891,2003
1016,VKS RF,Kazakhstan,48.019573,66.923684,2003
1017,Lockheed,USA,37.09024,-95.712891,2003
1018,MHI,Japan,36.204824,138.252924,2003
1019,CASC,China,35.86166,104.195397,2003
1020,CASC,China,35.86166,104.195397,2003
1021,Eurockot,Russia,61.52401,105.318756,2003
1022,CASC,China,35.86166,104.195397,2003
1023,Lockheed,USA,37.09024,-95.712891,2003
1024,ISRO,India,20.593684,78.96288,2003
1025,CASC,China,35.86166,104.195397,2003
1026,Sea Launch,Pacific Ocean,,,2003
1027,Arianespace,France,46.227638,2.213749,2003
1028,VKS RF,Russia,61.52401,105.318756,2003
1029,CASIC,China,35.86166,104.195397,2003
1030,Lockheed,USA,37.09024,-95.712891,2003
1031,Boeing,USA,37.09024,-95.712891,2003
1032,AEB,Brazil,-14.235004,-51.92528,2003
1033,Boeing,USA,37.09024,-95.712891,2003
1034,VKS RF,Russia,61.52401,105.318756,2003
1035,Northrop,USA,37.09024,-95.712891,2003
1036,Sea Launch,Pacific Ocean,,,2003
1037,ILS,USA,37.09024,-95.712891,2003
1038,Boeing,USA,37.09024,-95.712891,2003
1039,Eurockot,Russia,61.52401,105.318756,2003
1040,Northrop,USA,37.09024,-95.712891,2003
1041,VKS RF,Russia,61.52401,105.318756,2003
1042,Arianespace,France,46.227638,2.213749,2003
1043,Boeing,USA,37.09024,-95.712891,2003
1044,Sea Launch,Pacific Ocean,,,2003
1045,VKS RF,Russia,61.52401,105.318756,2003
1046,Starsem,Kazakhstan,48.019573,66.923684,2003
1047,CASC,China,35.86166,104.195397,2003
1048,ILS,USA,37.09024,-95.712891,2003
1049,ISAS,Japan,36.204824,138.252924,2003
1050,ISRO,India,20.593684,78.96288,2003
1051,Northrop,USA,37.09024,-95.712891,2003
1052,ILS,USA,37.09024,-95.712891,2003
1053,Arianespace,France,46.227638,2.213749,2003
1054,Lockheed,USA,37.09024,-95.712891,2003
1055,VKS RF,Russia,61.52401,105.318756,2003
