ID,Organisation,Location,Detail,Rocket_Status,Price(USDbillion),Mission_Status,New_Date,Year,Months,Country,Latitude,Longitude
3558,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Titan IIIC | OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",StatusRetired,,Success,5/23/1969,1969,May,USA,37.09024,-95.712891
3559,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 282,StatusRetired,,Success,5/20/1969,1969,May,Russia,61.52401,105.318756
3560,NASA,"LC-39B, Kennedy Space Center, Florida, USA",Saturn V | Apollo 10,StatusRetired,"$1,160.00 ",Success,5/18/1969,1969,May,USA,37.09024,-95.712891
3561,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 281,StatusRetired,,Partial Failure,5/13/1969,1969,May,Russia,61.52401,105.318756
3562,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 280,StatusRetired,,Success,4/23/1969,1969,April,Kazakhstan,48.019573,66.923684
3563,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5310,StatusRetired,$59.00 ,Success,4/15/1969,1969,April,USA,37.09024,-95.712891
3564,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 279,StatusRetired,,Success,4/15/1969,1969,April,Kazakhstan,48.019573,66.923684
3565,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3A Agena-D | Canyon 2 (AFP-827),StatusRetired,,Success,4/13/1969,1969,April,USA,37.09024,-95.712891
3566,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Molniya-1 n†­16,StatusRetired,,Success,4/11/1969,1969,April,Kazakhstan,48.019573,66.923684
3567,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 278,StatusRetired,,Success,4/9/1969,1969,April,Russia,61.52401,105.318756
3568,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 277,StatusRetired,,Success,4/4/1969,1969,April,Russia,61.52401,105.318756
3569,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 276,StatusRetired,,Success,4/4/1969,1969,April,Russia,61.52401,105.318756
3570,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | M-69 ???522,StatusRetired,,Failure,4/2/1969,1969,April,Kazakhstan,48.019573,66.923684
3571,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 275,StatusRetired,,Success,3/28/1969,1969,March,Russia,61.52401,105.318756
3572,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3C Centaur-D | Mariner 7,StatusRetired,,Success,3/27/1969,1969,March,USA,37.09024,-95.712891
3573,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | M-69 N†­521,StatusRetired,,Failure,3/27/1969,1969,March,Kazakhstan,48.019573,66.923684
3574,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2M | Meteor n†­12,StatusRetired,,Failure,3/26/1969,1969,March,Russia,61.52401,105.318756
3575,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 274,StatusRetired,,Success,3/24/1969,1969,March,Kazakhstan,48.019573,66.923684
3576,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 273,StatusRetired,,Success,3/22/1969,1969,March,Russia,61.52401,105.318756
3577,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",Atlas-E/F OV1 | OV1-17/OV1-18/OV1-19,StatusRetired,,Success,3/18/1969,1969,March,USA,37.09024,-95.712891
3578,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 272,StatusRetired,,Success,3/17/1969,1969,March,Russia,61.52401,105.318756
3579,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 271,StatusRetired,,Success,3/15/1969,1969,March,Russia,61.52401,105.318756
3580,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 270,StatusRetired,,Success,3/6/1969,1969,March,Russia,61.52401,105.318756
3581,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 269,StatusRetired,,Success,3/5/1969,1969,March,Russia,61.52401,105.318756
3582,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 268,StatusRetired,,Success,3/5/1969,1969,March,Russia,61.52401,105.318756
3583,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 4248,StatusRetired,$59.00 ,Success,3/4/1969,1969,March,USA,37.09024,-95.712891
3584,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Saturn V | Apollo 9,StatusRetired,"$1,160.00 ",Success,3/3/1969,1969,March,USA,37.09024,-95.712891
3585,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 267,StatusRetired,,Success,2/26/1969,1969,February,Kazakhstan,48.019573,66.923684
3586,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 266,StatusRetired,,Success,2/25/1969,1969,February,Russia,61.52401,105.318756
3587,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-SLV3C Centaur-D | Mariner 6,StatusRetired,,Success,2/25/1969,1969,February,USA,37.09024,-95.712891
3588,RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan",N1-L3 | 3L (Zond L1S-1),StatusRetired,,Failure,2/21/1969,1969,February,Kazakhstan,48.019573,66.923684
3589,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Luna-15a,StatusRetired,,Failure,2/19/1969,1969,February,Kazakhstan,48.019573,66.923684
3590,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",Titan IIIC | OPS-0757 (Tacsat),StatusRetired,,Success,2/9/1969,1969,February,USA,37.09024,-95.712891
3591,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 265,StatusRetired,,Success,2/7/1969,1969,February,Russia,61.52401,105.318756
3592,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2M | Meteor n†­11,StatusRetired,,Failure,2/1/1969,1969,February,Russia,61.52401,105.318756
3593,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | US-A n†­5,StatusRetired,,Failure,1/25/1969,1969,January,Kazakhstan,48.019573,66.923684
3594,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 264,StatusRetired,,Success,1/23/1969,1969,January,Kazakhstan,48.019573,66.923684
3595,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 7585,StatusRetired,$59.00 ,Success,1/22/1969,1969,January,USA,37.09024,-95.712891
3596,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Zond,StatusRetired,,Failure,1/20/1969,1969,January,Kazakhstan,48.019573,66.923684
3597,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz | Soyuz 5,StatusRetired,,Success,1/15/1969,1969,January,Kazakhstan,48.019573,66.923684
3598,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz | Soyuz 4,StatusRetired,,Success,1/14/1969,1969,January,Kazakhstan,48.019573,66.923684
3599,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 263,StatusRetired,,Success,1/12/1969,1969,January,Russia,61.52401,105.318756
3600,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block VL | Venera 6,StatusRetired,,Success,1/10/1969,1969,January,Kazakhstan,48.019573,66.923684
3601,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block VL | Venera 5,StatusRetired,,Success,1/5/1969,1969,January,Kazakhstan,48.019573,66.923684
3602,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 262,StatusRetired,,Success,12/26/1968,1968,December,Russia,61.52401,105.318756
3603,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Saturn V | Apollo 8,StatusRetired,"$1,160.00 ",Success,12/21/1968,1968,December,USA,37.09024,-95.712891
3604,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 261,StatusRetired,,Success,12/19/1968,1968,December,Russia,61.52401,105.318756
3605,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Cosmos 260,StatusRetired,,Success,12/16/1968,1968,December,Kazakhstan,48.019573,66.923684
3606,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 259,StatusRetired,,Success,12/14/1968,1968,December,Russia,61.52401,105.318756
3607,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 258,StatusRetired,,Success,12/10/1968,1968,December,Kazakhstan,48.019573,66.923684
3608,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-SLV3C Centaur-D | OAO-2,StatusRetired,,Success,12/7/1968,1968,December,USA,37.09024,-95.712891
3609,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 6518,StatusRetired,$59.00 ,Success,12/4/1968,1968,December,USA,37.09024,-95.712891
3610,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 257,StatusRetired,,Success,12/3/1968,1968,December,Russia,61.52401,105.318756
3611,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 256,StatusRetired,,Success,11/30/1968,1968,November,Russia,61.52401,105.318756
3612,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 255,StatusRetired,,Success,11/29/1968,1968,November,Russia,61.52401,105.318756
3613,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",Europa 1 | STV-1,StatusRetired,,Success,11/29/1968,1968,November,Australia,-25.274398,133.775136
3614,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 254,StatusRetired,,Success,11/21/1968,1968,November,Russia,61.52401,105.318756
3615,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Proton K | Proton-4,StatusRetired,,Success,11/16/1968,1968,November,Kazakhstan,48.019573,66.923684
3616,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 253,StatusRetired,,Success,11/13/1968,1968,November,Russia,61.52401,105.318756
3617,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Zond-6,StatusRetired,,Success,11/10/1968,1968,November,Kazakhstan,48.019573,66.923684
3618,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5296,StatusRetired,$59.00 ,Success,11/6/1968,1968,November,USA,37.09024,-95.712891
3619,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | Cosmos 252,StatusRetired,,Success,11/1/1968,1968,November,Kazakhstan,48.019573,66.923684
3620,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 251,StatusRetired,,Success,10/31/1968,1968,October,Kazakhstan,48.019573,66.923684
3621,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 250,StatusRetired,,Success,10/30/1968,1968,October,Russia,61.52401,105.318756
3622,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz | Soyuz 3,StatusRetired,,Success,10/26/1968,1968,October,Kazakhstan,48.019573,66.923684
3623,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz | Soyuz 2,StatusRetired,,Success,10/25/1968,1968,October,Kazakhstan,48.019573,66.923684
3624,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | Cosmos 249,StatusRetired,,Success,10/20/1968,1968,October,Kazakhstan,48.019573,66.923684
3625,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | Cosmos 248,StatusRetired,,Success,10/19/1968,1968,October,Kazakhstan,48.019573,66.923684
3626,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",Saturn IB | Apollo 7,StatusRetired,,Success,10/11/1968,1968,October,USA,37.09024,-95.712891
3627,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 247,StatusRetired,,Success,10/11/1968,1968,October,Russia,61.52401,105.318756
3628,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 246,StatusRetired,,Partial Failure,10/7/1968,1968,October,Russia,61.52401,105.318756
3629,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Molniya-1 n†­14,StatusRetired,,Success,10/5/1968,1968,October,Kazakhstan,48.019573,66.923684
3630,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 245,StatusRetired,,Success,10/3/1968,1968,October,Russia,61.52401,105.318756
3631,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 244,StatusRetired,,Success,10/2/1968,1968,October,Kazakhstan,48.019573,66.923684
3632,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Titan IIIC | LES-6, OV2-5, OV5-2, OV5-4",StatusRetired,,Success,9/26/1968,1968,September,USA,37.09024,-95.712891
3633,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 243,StatusRetired,,Success,9/23/1968,1968,September,Kazakhstan,48.019573,66.923684
3634,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 242,StatusRetired,,Success,9/20/1968,1968,September,Russia,61.52401,105.318756
3635,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 241,StatusRetired,,Success,9/16/1968,1968,September,Russia,61.52401,105.318756
3636,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Zond-5,StatusRetired,,Success,9/14/1968,1968,September,Kazakhstan,48.019573,66.923684
3637,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 240,StatusRetired,,Success,9/14/1968,1968,September,Kazakhstan,48.019573,66.923684
3638,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 239,StatusRetired,,Success,9/5/1968,1968,September,Kazakhstan,48.019573,66.923684
3639,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz | Cosmos 238,StatusRetired,,Success,8/28/1968,1968,August,Kazakhstan,48.019573,66.923684
3640,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 237,StatusRetired,,Success,8/27/1968,1968,August,Russia,61.52401,105.318756
3641,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Cosmos-3 (11K65) | Cosmos 236,StatusRetired,,Success,8/27/1968,1968,August,Kazakhstan,48.019573,66.923684
3642,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-SLV3 Burner-2 | STP P68-1,StatusRetired,,Failure,8/16/1968,1968,August,USA,37.09024,-95.712891
3643,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3C Centaur-D | ATS-4,StatusRetired,,Partial Failure,8/10/1968,1968,August,USA,37.09024,-95.712891
3644,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 235,StatusRetired,,Success,8/9/1968,1968,August,Kazakhstan,48.019573,66.923684
3645,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5247,StatusRetired,$59.00 ,Success,8/6/1968,1968,August,USA,37.09024,-95.712891
3646,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5187,StatusRetired,$59.00 ,Success,8/6/1968,1968,August,USA,37.09024,-95.712891
3647,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3A Agena-D | Canyon 1 (AFP-827),StatusRetired,,Success,8/6/1968,1968,August,USA,37.09024,-95.712891
3648,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 234,StatusRetired,,Success,7/30/1968,1968,July,Kazakhstan,48.019573,66.923684
3649,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 233,StatusRetired,,Success,7/18/1968,1968,July,Russia,61.52401,105.318756
3650,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 232,StatusRetired,,Success,7/16/1968,1968,July,Russia,61.52401,105.318756
3651,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",Atlas-E/F OV1 | OV1-15/OV1-16,StatusRetired,,Success,7/11/1968,1968,July,USA,37.09024,-95.712891
3652,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 231,StatusRetired,,Success,7/10/1968,1968,July,Kazakhstan,48.019573,66.923684
3653,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Molniya-1 n†­13,StatusRetired,,Success,7/5/1968,1968,July,Kazakhstan,48.019573,66.923684
3654,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 230,StatusRetired,,Success,7/5/1968,1968,July,Russia,61.52401,105.318756
3655,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 229,StatusRetired,,Success,6/26/1968,1968,June,Russia,61.52401,105.318756
3656,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 228,StatusRetired,,Success,6/21/1968,1968,June,Kazakhstan,48.019573,66.923684
3657,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 227,StatusRetired,,Success,6/18/1968,1968,June,Kazakhstan,48.019573,66.923684
3658,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Cosmos-3 (11K65) | Strela-2 #4,StatusRetired,,Failure,6/15/1968,1968,June,Kazakhstan,48.019573,66.923684
3659,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",Titan IIIC | OPS 9341-9348,StatusRetired,,Success,6/13/1968,1968,June,USA,37.09024,-95.712891
3660,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 226,StatusRetired,,Success,6/12/1968,1968,June,Russia,61.52401,105.318756
3661,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 225,StatusRetired,,Success,6/11/1968,1968,June,Russia,61.52401,105.318756
3662,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5138,StatusRetired,$59.00 ,Success,6/5/1968,1968,June,USA,37.09024,-95.712891
3663,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Sfera #2,StatusRetired,,Failure,6/4/1968,1968,June,Russia,61.52401,105.318756
3664,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 224,StatusRetired,,Success,6/4/1968,1968,June,Kazakhstan,48.019573,66.923684
3665,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 223,StatusRetired,,Success,6/1/1968,1968,June,Russia,61.52401,105.318756
3666,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 222,StatusRetired,,Success,5/30/1968,1968,May,Russia,61.52401,105.318756
3667,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 221,StatusRetired,,Success,5/24/1968,1968,May,Russia,61.52401,105.318756
3668,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 220,StatusRetired,,Success,5/7/1968,1968,May,Russia,61.52401,105.318756
3669,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 219,StatusRetired,,Success,4/26/1968,1968,April,Russia,61.52401,105.318756
3670,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",Tsyklon | Cosmos 218,StatusRetired,,Success,4/25/1968,1968,April,Kazakhstan,48.019573,66.923684
3671,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | Cosmos 217,StatusRetired,,Partial Failure,4/24/1968,1968,April,Kazakhstan,48.019573,66.923684
3672,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Zond,StatusRetired,,Failure,4/22/1968,1968,April,Kazakhstan,48.019573,66.923684
3673,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Molniya-1 n†­10,StatusRetired,,Success,4/21/1968,1968,April,Kazakhstan,48.019573,66.923684
3674,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 216,StatusRetired,,Success,4/20/1968,1968,April,Kazakhstan,48.019573,66.923684
3675,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 215,StatusRetired,,Success,4/18/1968,1968,April,Russia,61.52401,105.318756
3676,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 214,StatusRetired,,Success,4/18/1968,1968,April,Russia,61.52401,105.318756
3677,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5105,StatusRetired,$59.00 ,Success,4/17/1968,1968,April,USA,37.09024,-95.712891
3678,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz | Cosmos 213,StatusRetired,,Success,4/15/1968,1968,April,Kazakhstan,48.019573,66.923684
3679,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz | Cosmos 212,StatusRetired,,Success,4/14/1968,1968,April,Kazakhstan,48.019573,66.923684
3680,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 211,StatusRetired,,Success,4/9/1968,1968,April,Russia,61.52401,105.318756
3681,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | Luna 14,StatusRetired,,Success,4/7/1968,1968,April,Kazakhstan,48.019573,66.923684
3682,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",Atlas-E/F OV1 | OV1-13/OV1-14,StatusRetired,,Success,4/6/1968,1968,April,USA,37.09024,-95.712891
3683,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Saturn V | Apollo 6,StatusRetired,"$1,160.00 ",Partial Failure,4/4/1968,1968,April,USA,37.09024,-95.712891
3684,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 210,StatusRetired,,Success,4/3/1968,1968,April,Russia,61.52401,105.318756
3685,OKB-586,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Cosmos-3 (11K65) | VKZ,StatusRetired,,Success,3/28/1968,1968,March,Kazakhstan,48.019573,66.923684
3686,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2A | Cosmos 209,StatusRetired,,Success,3/22/1968,1968,March,Kazakhstan,48.019573,66.923684
3687,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 208,StatusRetired,,Success,3/21/1968,1968,March,Kazakhstan,48.019573,66.923684
3688,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 207,StatusRetired,,Success,3/16/1968,1968,March,Russia,61.52401,105.318756
3689,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 206,StatusRetired,,Success,3/14/1968,1968,March,Russia,61.52401,105.318756
3690,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5057,StatusRetired,$59.00 ,Success,3/13/1968,1968,March,USA,37.09024,-95.712891
3691,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | DS-U1-Ya #1,StatusRetired,,Failure,3/6/1968,1968,March,Russia,61.52401,105.318756
3692,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 205,StatusRetired,,Success,3/5/1968,1968,March,Russia,61.52401,105.318756
3693,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Cosmos-2I (63SM) | Cosmos 204,StatusRetired,,Success,3/5/1968,1968,March,Russia,61.52401,105.318756
3694,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3A Agena-D | OGO-5,StatusRetired,,Success,3/4/1968,1968,March,USA,37.09024,-95.712891
3695,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Proton K/Block D | Zond-4,StatusRetired,,Partial Failure,3/2/1968,1968,March,Kazakhstan,48.019573,66.923684
3696,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 203,StatusRetired,,Success,2/20/1968,1968,February,Russia,61.52401,105.318756
3697,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Cosmos-2I (63SM) | Cosmos 202,StatusRetired,,Success,2/20/1968,1968,February,Russia,61.52401,105.318756
3698,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block L | E-6LS n†­112,StatusRetired,,Failure,2/7/1968,1968,February,Kazakhstan,48.019573,66.923684
3699,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Voskhod | Cosmos 201,StatusRetired,,Success,2/6/1968,1968,February,Kazakhstan,48.019573,66.923684
3700,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",Saturn IB | Apollo 5,StatusRetired,,Success,1/22/1968,1968,January,USA,37.09024,-95.712891
3701,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 200,StatusRetired,,Success,1/19/1968,1968,January,Russia,61.52401,105.318756
3702,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan IIIB | OPS 5028,StatusRetired,$59.00 ,Success,1/18/1968,1968,January,USA,37.09024,-95.712891
3703,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Voskhod | Cosmos 199,StatusRetired,,Success,1/16/1968,1968,January,Russia,61.52401,105.318756
3704,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3C Centaur-D | Surveyor 7,StatusRetired,,Success,1/7/1968,1968,January,USA,37.09024,-95.712891
