ID,Organisation,Location,Detail,Rocket_Status,Price(USDbillion),Mission_Status,New_Date,Year,Months,Country,Latitude,Longitude
133,CASC,"Tai Rui Barge, Yellow Sea",Long March 11H | Jilin-1 & Others,StatusActive,$5.30 ,Success,6/5/2019,2019,June,Yellow Sea,,
134,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Proton-M/Briz-M | Yamal-601,StatusActive,$65.00 ,Success,5/30/2019,2019,May,Kazakhstan,48.019573,66.923684
135,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz 2.1b/Fregat-M | Cosmos 2534,StatusActive,,Success,5/27/2019,2019,May,Russia,61.52401,105.318756
136,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | Starlink V0.9,StatusActive,$50.00 ,Success,5/24/2019,2019,May,USA,37.09024,-95.712891
137,CASC,"LC-9, Taiyuan Satellite Launch Center, China",Long March 4C | Yaogan Weixing-33,StatusActive,$64.68 ,Failure,5/22/2019,2019,May,China,35.86166,104.195397
138,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",PSLV-CA | RISAT-2B,StatusActive,$21.00 ,Success,5/22/2019,2019,May,India,20.593684,78.96288
139,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3C/E | Beidou-2 G8,StatusActive,,Success,5/17/2019,2019,May,China,35.86166,104.195397
140,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",Electron/Curie | That's a Funny Looking Cactus,StatusActive,$7.50 ,Success,5/5/2019,2019,May,New Zealand,-40.900557,174.885971
141,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | CRS-17,StatusActive,$50.00 ,Success,5/4/2019,2019,May,USA,37.09024,-95.712891
142,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",New Shepard | NS-11,StatusActive,,Success,5/2/2019,2019,May,USA,37.09024,-95.712891
143,CASC,"Taiyuan Satellite Launch Center, China",Long March 4B | Tianhui-2 Group 01,StatusActive,$64.68 ,Success,4/29/2019,2019,April,China,35.86166,104.195397
144,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3B/E | Beidou-3 IGSO-1,StatusActive,$29.15 ,Success,4/20/2019,2019,April,China,35.86166,104.195397
145,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",Antares 230 | CRS NG-11,StatusRetired,$85.00 ,Success,4/17/2019,2019,April,USA,37.09024,-95.712891
146,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",Falcon Heavy | ArabSat 6A,StatusActive,$90.00 ,Success,4/11/2019,2019,April,USA,37.09024,-95.712891
147,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",Soyuz ST-B/Fregat-MT | O3b FM17-FM20,StatusActive,,Success,4/4/2019,2019,April,France,46.227638,2.213749
148,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz 2.1a | Progress MS-11 (72P),StatusActive,$48.50 ,Success,4/4/2019,2019,April,Kazakhstan,48.019573,66.923684
149,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",PSLV-QL | EMISAT & Rideshares,StatusActive,$21.00 ,Success,4/1/2019,2019,April,India,20.593684,78.96288
150,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/E | Tianlian-2,StatusActive,$29.15 ,Success,3/31/2019,2019,March,China,35.86166,104.195397
151,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",Electron/Curie | Two Thumbs Up,StatusActive,$7.50 ,Success,3/28/2019,2019,March,New Zealand,-40.900557,174.885971
152,OneSpace,"Site 95, Jiuquan Satellite Launch Center, China",OS-M1 | Lingque-1B,StatusActive,,Failure,3/27/2019,2019,March,China,35.86166,104.195397
153,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Vega | PRISMA,StatusActive,$37.00 ,Success,3/22/2019,2019,March,France,46.227638,2.213749
154,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Delta IV Medium+ (5,4) | WGS-10",StatusRetired,,Success,3/16/2019,2019,March,USA,37.09024,-95.712891
155,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz FG | Soyuz MS-12 (58S),StatusRetired,,Success,3/14/2019,2019,March,Kazakhstan,48.019573,66.923684
156,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3B/E | Zhongxing-6C,StatusActive,$29.15 ,Success,3/9/2019,2019,March,China,35.86166,104.195397
157,Exos,"Vertical Launch Area, Spaceport America, New Mexico",SARGE | Launch 2,StatusActive,,Partial Failure,3/2/2019,2019,March,New Mexico,,
158,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",Falcon 9 Block 5 | SpaceX Demo-1,StatusActive,$50.00 ,Success,3/2/2019,2019,March,USA,37.09024,-95.712891
159,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",Soyuz ST-B/Fregat-M | OneWeb #1,StatusActive,,Success,2/27/2019,2019,February,France,46.227638,2.213749
160,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | Nusantara Satu & Beresheet,StatusActive,$50.00 ,Success,2/22/2019,2019,February,USA,37.09024,-95.712891
161,VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz 2.1b/Fregat-M | EgyptSat-A,StatusActive,,Success,2/21/2019,2019,February,Kazakhstan,48.019573,66.923684
162,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 ECA | GSAT-31 & Hellas-Sat-4,StatusActive,$200.00 ,Success,2/5/2019,2019,February,France,46.227638,2.213749
163,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Safir-1B+ | Dousti,StatusActive,,Failure,2/5/2019,2019,February,Iran,32.427908,53.688046
164,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",PSLV-DL | Microsat-R,StatusActive,,Success,1/24/2019,2019,January,India,20.593684,78.96288
165,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",New Shepard | NS-10,StatusActive,,Success,1/23/2019,2019,January,USA,37.09024,-95.712891
166,CASC,"Site 95, Jiuquan Satellite Launch Center, China",Long March 11 | Jilin-1 Hyperspectral & Others,StatusActive,$5.30 ,Success,1/21/2019,2019,January,China,35.86166,104.195397
167,ULA,"SLC-6, Vandenberg AFB, California, USA",Delta IV Heavy | NROL-71,StatusActive,$350.00 ,Success,1/19/2019,2019,January,USA,37.09024,-95.712891
168,JAXA,"Mu Pad, Uchinoura Space Center, Japan",Epsilon PBS | Innovative Satellite Technology Demonstration-1,StatusActive,$39.00 ,Success,1/18/2019,2019,January,Japan,36.204824,138.252924
169,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Simorgh | Payam-e Amirkabir,StatusActive,,Failure,1/15/2019,2019,January,Iran,32.427908,53.688046
170,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",Falcon 9 Block 5 | Iridium-8,StatusActive,$50.00 ,Success,1/11/2019,2019,January,USA,37.09024,-95.712891
171,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/E | Zhongxing-2D (Chinasat-2D),StatusActive,$29.15 ,Success,1/10/2019,2019,January,China,35.86166,104.195397
172,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2D/YZ-3 | Hongyan-1,StatusActive,,Success,12/29/2018,2018,December,China,35.86166,104.195397
173,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",Soyuz 2.1a/Fregat | Kanopus-V No. 5-6 & Rideshares,StatusActive,$48.50 ,Success,12/27/2018,2018,December,Russia,61.52401,105.318756
174,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3C/E | TJS-3,StatusActive,,Success,12/24/2018,2018,December,China,35.86166,104.195397
175,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | GPS III SV01,StatusActive,$50.00 ,Success,12/23/2018,2018,December,USA,37.09024,-95.712891
176,CASC,"Site 95, Jiuquan Satellite Launch Center, China",Long March 11 | Hongyun-1,StatusActive,$5.30 ,Success,12/21/2018,2018,December,China,35.86166,104.195397
177,VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Proton-M/Briz-M | Blagovest No.13L,StatusActive,$65.00 ,Success,12/21/2018,2018,December,Kazakhstan,48.019573,66.923684
178,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",Soyuz ST-A/Fregat-M | CSO 1,StatusActive,,Success,12/19/2018,2018,December,France,46.227638,2.213749
179,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk II | GSAT-7A,StatusActive,$47.00 ,Success,12/19/2018,2018,December,India,20.593684,78.96288
180,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",Electron/Curie | This one's for Pickering,StatusActive,$7.50 ,Success,12/16/2018,2018,December,New Zealand,-40.900557,174.885971
181,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/E | Chang'e-4,StatusActive,$29.15 ,Success,12/7/2018,2018,December,China,35.86166,104.195397
182,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Long March 2D | SaudiSAT 5A, & 5B and Others",StatusActive,$29.75 ,Success,12/7/2018,2018,December,China,35.86166,104.195397
183,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | CRS-16,StatusActive,$50.00 ,Success,12/5/2018,2018,December,USA,37.09024,-95.712891
184,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 ECA | GSAT-11 & GEO-KOMPSAT 2A,StatusActive,$200.00 ,Success,12/4/2018,2018,December,France,46.227638,2.213749
185,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",Falcon 9 Block 5 | Spaceflight SSO-A,StatusActive,$50.00 ,Success,12/3/2018,2018,December,USA,37.09024,-95.712891
186,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz FG | Soyuz MS-11 (57S),StatusRetired,,Success,12/3/2018,2018,December,Kazakhstan,48.019573,66.923684
187,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Rokot/Briz KM | Cosmos 2530 to 2532,StatusRetired,$41.80 ,Success,11/30/2018,2018,November,Russia,61.52401,105.318756
188,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",PSLV-CA | HySIS,StatusActive,$21.00 ,Success,11/29/2018,2018,November,India,20.593684,78.96288
189,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Vega | Mohammed VI-B,StatusActive,$37.00 ,Success,11/21/2018,2018,November,France,46.227638,2.213749
190,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Long March 2D | Shiyan-6, Jiading-1 (OKW-01), & Others",StatusActive,$29.75 ,Success,11/19/2018,2018,November,China,35.86166,104.195397
191,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3B/YZ-1 | BeiDou-3 M17 & M18,StatusActive,,Success,11/18/2018,2018,November,China,35.86166,104.195397
192,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",Antares 230 | CRS NG-10,StatusRetired,$85.00 ,Success,11/17/2018,2018,November,USA,37.09024,-95.712891
193,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz FG | Progress MS-10 (71P),StatusRetired,,Success,11/16/2018,2018,November,Kazakhstan,48.019573,66.923684
194,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",Falcon 9 Block 5 | Es'hail 2,StatusActive,$50.00 ,Success,11/15/2018,2018,November,USA,37.09024,-95.712891
195,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk III | GSAT 29,StatusActive,$62.00 ,Success,11/14/2018,2018,November,India,20.593684,78.96288
196,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",Electron/Curie | It's Business Time,StatusActive,$7.50 ,Success,11/11/2018,2018,November,New Zealand,-40.900557,174.885971
197,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",Soyuz ST-B/Fregat-M | MetOp C,StatusActive,,Success,11/7/2018,2018,November,France,46.227638,2.213749
198,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz 2.1b/Fregat | GLONASS-M No.54S,StatusActive,$48.50 ,Success,11/3/2018,2018,November,Russia,61.52401,105.318756
199,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/E | Beidou-3 G1,StatusActive,$29.15 ,Success,11/1/2018,2018,November,China,35.86166,104.195397
200,MHI,"LA-Y1, Tanegashima Space Center, Japan","H-IIA 202 | Ibuki 2, KhalifaSat & Others",StatusActive,$90.00 ,Success,10/29/2018,2018,October,Japan,36.204824,138.252924
201,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Long March 2C | CFOSAT, Zhaojin-1, Hongyan-1, & Others",StatusActive,$30.80 ,Success,10/29/2018,2018,October,China,35.86166,104.195397
202,Landspace,"Site 95, Jiuquan Satellite Launch Center, China",ZhuQue-1 | CCTV Future-1,StatusRetired,,Failure,10/27/2018,2018,October,China,35.86166,104.195397
203,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz 2.1b | Lotus-S No.4,StatusActive,$35.00 ,Success,10/25/2018,2018,October,Russia,61.52401,105.318756
204,CASC,"LC-9, Taiyuan Satellite Launch Center, China",Long March 4B | Haiyang-2B,StatusActive,$64.68 ,Success,10/24/2018,2018,October,China,35.86166,104.195397
205,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 ECA | BepiColombo,StatusActive,$200.00 ,Success,10/20/2018,2018,October,France,46.227638,2.213749
206,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 551 | AEHF-4,StatusActive,$153.00 ,Success,10/17/2018,2018,October,USA,37.09024,-95.712891
207,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3B/YZ-1 | BeiDou-3 M15 & M16,StatusActive,,Success,10/15/2018,2018,October,China,35.86166,104.195397
208,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz FG | Soyuz MS-10 (56S),StatusRetired,,Failure,10/11/2018,2018,October,Kazakhstan,48.019573,66.923684
209,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2C | Yaogan-32 Group 01,StatusActive,$30.80 ,Success,10/9/2018,2018,October,China,35.86166,104.195397
210,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",Falcon 9 Block 5 | SAOCOM 1A,StatusActive,$50.00 ,Success,10/8/2018,2018,October,USA,37.09024,-95.712891
211,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",Kuaizhou 1A | CentiSpace-1 S1,StatusActive,,Success,9/29/2018,2018,September,China,35.86166,104.195397
212,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 ECA | Horizons-3e & Azerspace 2/Intelsat 38,StatusActive,$200.00 ,Success,9/25/2018,2018,September,France,46.227638,2.213749
213,MHI,"LA-Y2, Tanegashima Space Center, Japan",H-IIB | HTV-7,StatusRetired,$112.50 ,Success,9/22/2018,2018,September,Japan,36.204824,138.252924
214,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/YZ-1 | BeiDou-3 M13 & M14,StatusActive,,Success,9/19/2018,2018,September,China,35.86166,104.195397
215,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",PSLV-CA | SSTL-1 & NovaSAR-S,StatusActive,$21.00 ,Success,9/16/2018,2018,September,India,20.593684,78.96288
216,ULA,"SLC-2W, Vandenberg AFB, California, USA",Delta II 7420-10C | ICESat-2,StatusRetired,,Success,9/15/2018,2018,September,USA,37.09024,-95.712891
217,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | Telstar 18V / APStar 5C,StatusActive,$50.00 ,Success,9/10/2018,2018,September,USA,37.09024,-95.712891
218,CASC,"Taiyuan Satellite Launch Center, China",Long March 2C | Haiyang 1C (HY-1C),StatusActive,$30.80 ,Success,9/7/2018,2018,September,China,35.86166,104.195397
219,Exos,"Vertical Launch Area, Spaceport America, New Mexico",SARGE | Launch 1,StatusActive,,Partial Failure,8/25/2018,2018,August,New Mexico,,
220,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3B/YZ-1 | BeiDou-3 M11 & M12,StatusActive,,Success,8/24/2018,2018,August,China,35.86166,104.195397
221,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Vega | ADM-Aeolus,StatusActive,$37.00 ,Success,8/22/2018,2018,August,France,46.227638,2.213749
222,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",Delta IV Heavy | Parker Solar Probe,StatusActive,$350.00 ,Success,8/12/2018,2018,August,USA,37.09024,-95.712891
223,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | Merah Putih (Telkom-4),StatusActive,$50.00 ,Success,8/7/2018,2018,August,USA,37.09024,-95.712891
224,CASC,"LC-9, Taiyuan Satellite Launch Center, China",Long March 4B | Gaofen 11,StatusActive,$64.68 ,Success,7/31/2018,2018,July,China,35.86166,104.195397
225,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3B/YZ-1 | BeiDou-3 M5 & M6,StatusActive,,Success,7/29/2018,2018,July,China,35.86166,104.195397
226,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",Falcon 9 Block 5 | Iridium-7,StatusActive,$50.00 ,Success,7/25/2018,2018,July,USA,37.09024,-95.712891
227,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 ES | Galileo FOC FM19-FM22,StatusRetired,,Success,7/25/2018,2018,July,France,46.227638,2.213749
228,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 5 | Telstar 19V,StatusActive,$50.00 ,Success,7/22/2018,2018,July,USA,37.09024,-95.712891
229,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",New Shepard | NS-9 (Inflight Escape Test),StatusActive,,Success,7/18/2018,2018,July,USA,37.09024,-95.712891
230,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz 2.1a | Progress MS-09 (70P),StatusActive,$48.50 ,Success,7/9/2018,2018,July,Kazakhstan,48.019573,66.923684
231,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | BeiDou-2 I7,StatusActive,$69.70 ,Success,7/9/2018,2018,July,China,35.86166,104.195397
232,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2C | PRSS-1 & PakTES-1A,StatusActive,$30.80 ,Success,7/9/2018,2018,July,China,35.86166,104.195397
233,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 4 | CRS-15,StatusRetired,$62.00 ,Success,6/29/2018,2018,June,USA,37.09024,-95.712891
234,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 2C | XJSS A & B,StatusActive,$30.80 ,Success,6/27/2018,2018,June,China,35.86166,104.195397
235,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz 2.1b/Fregat-M | GLONASS-M No.53S,StatusActive,,Success,6/16/2018,2018,June,Russia,61.52401,105.318756
236,MHI,"LA-Y1, Tanegashima Space Center, Japan",H-IIA 202 | IGS Radar-6,StatusActive,$90.00 ,Success,6/12/2018,2018,June,Japan,36.204824,138.252924
237,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz FG | Soyuz MS-09 (55S),StatusRetired,,Success,6/6/2018,2018,June,Kazakhstan,48.019573,66.923684
238,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | Fengyun 2H,StatusActive,$69.70 ,Success,6/5/2018,2018,June,China,35.86166,104.195397
239,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 4 | SES-12,StatusRetired,$62.00 ,Success,6/4/2018,2018,June,USA,37.09024,-95.712891
240,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2D | Gaofen 6 & Luojia 1,StatusActive,$29.75 ,Success,6/2/2018,2018,June,China,35.86166,104.195397
241,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",Falcon 9 Block 4 | Iridium-6 & GRACE-FO,StatusRetired,$62.00 ,Success,5/22/2018,2018,May,USA,37.09024,-95.712891
242,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",Antares 230 | CRS OA-9E,StatusRetired,$85.00 ,Success,5/21/2018,2018,May,USA,37.09024,-95.712891
243,CASC,"LC-3, Xichang Satellite Launch Center, China","Long March 4C | Queqiao, Longjiang 1 & 2",StatusActive,$64.68 ,Success,5/20/2018,2018,May,China,35.86166,104.195397
244,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",Falcon 9 Block 5 | Bangabandhu-1,StatusActive,$50.00 ,Success,5/11/2018,2018,May,USA,37.09024,-95.712891
245,CASC,"LC-9, Taiyuan Satellite Launch Center, China",Long March 4C | Gaofen 5,StatusActive,$64.68 ,Success,5/8/2018,2018,May,China,35.86166,104.195397
246,ULA,"SLC-3E, Vandenberg AFB, California, USA",Atlas V 401 | InSight,StatusActive,$109.00 ,Success,5/5/2018,2018,May,USA,37.09024,-95.712891
247,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/E | Apstar 6C,StatusActive,$29.15 ,Success,5/3/2018,2018,May,China,35.86166,104.195397
248,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",New Shepard | NS-8,StatusActive,,Success,4/29/2018,2018,April,USA,37.09024,-95.712891
249,CASC,"Site 95, Jiuquan Satellite Launch Center, China",Long March 11 | Zhuhai-1 2A to 2D,StatusActive,$5.30 ,Success,4/26/2018,2018,April,China,35.86166,104.195397
250,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Rokot/Briz KM | Sentinel-3B,StatusRetired,$41.80 ,Success,4/25/2018,2018,April,Russia,61.52401,105.318756
251,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 4 | Transiting Exoplanet Survey Satellite (TESS),StatusRetired,$62.00 ,Success,4/18/2018,2018,April,USA,37.09024,-95.712891
252,VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Proton-M/Briz-M | Blagovest-12L,StatusActive,$65.00 ,Success,4/18/2018,2018,April,Kazakhstan,48.019573,66.923684
253,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 551 | AFSPC-11,StatusActive,$153.00 ,Success,4/14/2018,2018,April,USA,37.09024,-95.712891
254,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",PSLV-XL | IRNSS-1I,StatusActive,$31.00 ,Success,4/11/2018,2018,April,India,20.593684,78.96288
255,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Long March 4C | Yaogan 31 A, B, & C",StatusActive,$64.68 ,Success,4/10/2018,2018,April,China,35.86166,104.195397
256,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 ECA | Superbird-B3/DSN-1 & HYLAS-4,StatusActive,$200.00 ,Success,4/5/2018,2018,April,France,46.227638,2.213749
257,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 4 | CRS-14,StatusRetired,$62.00 ,Success,4/2/2018,2018,April,USA,37.09024,-95.712891
258,CASC,"LC-9, Taiyuan Satellite Launch Center, China",Long March 4C | Gaofen-1 02-04,StatusActive,$64.68 ,Success,3/31/2018,2018,March,China,35.86166,104.195397
259,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",Falcon 9 Block 4 | Iridium-5,StatusRetired,$62.00 ,Success,3/30/2018,2018,March,USA,37.09024,-95.712891
260,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/YZ-1 | BeiDou-3 M9 & M10,StatusActive,,Success,3/29/2018,2018,March,China,35.86166,104.195397
261,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz 2.1v | Cosmos 2525,StatusActive,,Success,3/29/2018,2018,March,Russia,61.52401,105.318756
262,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk II | GSAT-6A,StatusActive,$47.00 ,Success,3/29/2018,2018,March,India,20.593684,78.96288
263,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Soyuz FG | Soyuz MS-08 (54S),StatusRetired,,Success,3/21/2018,2018,March,Kazakhstan,48.019573,66.923684
264,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2D | LKW-4,StatusActive,$29.75 ,Success,3/17/2018,2018,March,China,35.86166,104.195397
265,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",Soyuz ST-B/Fregat-MT | O3b FM13-FM16,StatusActive,,Success,3/9/2018,2018,March,France,46.227638,2.213749
266,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",Falcon 9 Block 4 | Hispasat 30W-6,StatusRetired,$62.00 ,Success,3/6/2018,2018,March,USA,37.09024,-95.712891
267,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 541 | GOES-S (GOES-17),StatusActive,$145.00 ,Success,3/1/2018,2018,March,USA,37.09024,-95.712891
268,MHI,"LA-Y1, Tanegashima Space Center, Japan",H-IIA 202 | IGS-Optical 6,StatusActive,$90.00 ,Success,2/27/2018,2018,February,Japan,36.204824,138.252924
269,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Falcon 9 Block 3 | PAZ & Tintin A, Tintin B",StatusRetired,$62.00 ,Success,2/22/2018,2018,February,USA,37.09024,-95.712891
270,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz 2.1a | Progress MS-08 (69P),StatusActive,$48.50 ,Success,2/13/2018,2018,February,Kazakhstan,48.019573,66.923684
271,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B/YZ-1 | BeiDou-3 M3 & M4,StatusActive,,Success,2/12/2018,2018,February,China,35.86166,104.195397
